07/10 03:38:29 PM | 
07/10 03:41:59 PM | Train: [  1/600] Step 071/071 Loss: 0.515 Recall: 0.792 FA: 10 F1: 0.716981
07/10 03:41:59 PM | [15 10  5 19]
07/10 03:42:00 PM | Train: [  1/600] Final Recall 85.0049% FA 1550 F1: 84.2117%
07/10 03:42:00 PM | [7492 1550 1377 7806]
07/10 03:42:00 PM | Valid: [  1/600] Step 000/061 Loss: 1.454 Recall: 0.667 FA: 61 F1: 0.197531
07/10 03:42:00 PM | [183  61   4   8]
07/10 03:42:08 PM | Valid: [  1/600] Final Recall 67.4699% FA 1828 F1: 25.2442%
07/10 03:42:08 PM | [5104 1828  162  336]
07/10 03:42:08 PM | Valid: Time Spent: 8.798986s
07/10 03:42:08 PM | [0.25244177310293014]
07/10 03:42:26 PM | Model size = 1.364 MB
07/10 03:42:26 PM | Epoch 0 LR 0.05
07/10 03:42:40 PM | Train: [  1/600] Step 000/071 Loss: 0.949 Recall: 0.512 FA: 35 F1: 0.571429
07/10 03:42:40 PM | [96 35 61 64]
07/10 03:43:00 PM | Train: [  1/600] Step 050/071 Loss: 0.602 Recall: 0.945 FA: 28 F1: 0.858333
07/10 03:43:00 PM | [119  28   6 103]
07/10 03:43:08 PM | Train: [  1/600] Step 071/071 Loss: 0.549 Recall: 0.885 FA: 0 F1: 0.938776
07/10 03:43:08 PM | [23  0  3 23]
07/10 03:43:08 PM | Train: [  1/600] Final Recall 85.3044% FA 1709 F1: 83.6525%
07/10 03:43:08 PM | [7350 1709 1347 7819]
07/10 03:43:08 PM | Valid: [  1/600] Step 000/061 Loss: 0.929 Recall: 1.000 FA: 67 F1: 0.309278
07/10 03:43:08 PM | [174  67   0  15]
07/10 03:43:13 PM | Valid: [  1/600] Final Recall 93.6975% FA 2261 F1: 28.0239%
07/10 03:43:13 PM | [4943 2261   30  446]
07/10 03:43:13 PM | Valid: Time Spent: 5.025107s
07/10 03:43:13 PM | [0.28023876845743007]
07/10 03:43:30 PM | Model size = 1.462 MB
07/10 03:43:30 PM | Epoch 0 LR 0.05
07/10 03:43:33 PM | Train: [  1/600] Step 000/071 Loss: 0.998 Recall: 0.540 FA: 50 F1: 0.557377
07/10 03:43:33 PM | [80 50 58 68]
07/10 03:43:56 PM | Train: [  1/600] Step 050/071 Loss: 0.653 Recall: 0.762 FA: 12 F1: 0.821577
07/10 03:43:56 PM | [114  12  31  99]
07/10 03:44:05 PM | Train: [  1/600] Step 071/071 Loss: 0.607 Recall: 0.950 FA: 2 F1: 0.926829
07/10 03:44:05 PM | [27  2  1 19]
07/10 03:44:05 PM | Train: [  1/600] Final Recall 83.2501% FA 1870 F1: 81.7983%
07/10 03:44:05 PM | [7143 1870 1543 7669]
07/10 03:44:05 PM | Valid: [  1/600] Step 000/061 Loss: 0.367 Recall: 0.714 FA: 27 F1: 0.392157
07/10 03:44:05 PM | [215  27   4  10]
07/10 03:44:11 PM | Valid: [  1/600] Final Recall 75.0542% FA 1034 F1: 37.5883%
07/10 03:44:11 PM | [5935 1034  115  346]
07/10 03:44:11 PM | Valid: Time Spent: 5.892328s
07/10 03:44:11 PM | [0.37588267246061924]
07/10 03:44:21 PM | Model size = 1.491 MB
07/10 03:44:21 PM | Epoch 0 LR 0.05
07/10 03:44:22 PM | Train: [  1/600] Step 000/071 Loss: 0.989 Recall: 0.552 FA: 71 F1: 0.530466
07/10 03:44:22 PM | [51 71 60 74]
07/10 03:44:44 PM | Train: [  1/600] Step 050/071 Loss: 0.572 Recall: 0.812 FA: 16 F1: 0.842105
07/10 03:44:44 PM | [102  16  26 112]
07/10 03:44:53 PM | Train: [  1/600] Step 071/071 Loss: 0.532 Recall: 0.821 FA: 2 F1: 0.867925
07/10 03:44:53 PM | [19  2  5 23]
07/10 03:44:53 PM | Train: [  1/600] Final Recall 84.2354% FA 1640 F1: 83.2871%
07/10 03:44:53 PM | [7495 1640 1433 7657]
07/10 03:44:53 PM | Valid: [  1/600] Step 000/061 Loss: 0.311 Recall: 0.882 FA: 19 F1: 0.588235
07/10 03:44:53 PM | [220  19   2  15]
07/10 03:44:58 PM | Valid: [  1/600] Final Recall 59.3320% FA 761 F1: 38.4224%
07/10 03:44:58 PM | [6410  761  207  302]
07/10 03:44:58 PM | Valid: Time Spent: 4.576040s
07/10 03:44:58 PM | [0.38422391857506355]
07/10 03:45:07 PM | Model size = 1.271 MB
07/10 03:45:07 PM | Epoch 0 LR 0.05
07/10 03:45:08 PM | Train: [  1/600] Step 000/071 Loss: 0.998 Recall: 0.474 FA: 32 F1: 0.555556
07/10 03:45:08 PM | [87 32 72 65]
07/10 03:45:28 PM | Train: [  1/600] Step 050/071 Loss: 0.543 Recall: 0.910 FA: 19 F1: 0.891892
07/10 03:45:28 PM | [ 92  19  13 132]
07/10 03:45:34 PM | Train: [  1/600] Step 071/071 Loss: 0.521 Recall: 0.810 FA: 4 F1: 0.809524
07/10 03:45:34 PM | [24  4  4 17]
07/10 03:45:35 PM | Train: [  1/600] Final Recall 85.5902% FA 1519 F1: 84.7071%
07/10 03:45:35 PM | [7497 1519 1327 7882]
07/10 03:45:35 PM | Valid: [  1/600] Step 000/061 Loss: 2.250 Recall: 1.000 FA: 176 F1: 0.185185
07/10 03:45:35 PM | [ 60 176   0  20]
07/10 03:45:39 PM | Valid: [  1/600] Final Recall 99.7904% FA 5274 F1: 15.2883%
07/10 03:45:39 PM | [1679 5274    1  476]
07/10 03:45:39 PM | Valid: Time Spent: 4.780789s
07/10 03:45:39 PM | [0.15288260799743053]
07/10 03:45:49 PM | Model size = 1.641 MB
07/10 03:45:49 PM | Epoch 0 LR 0.05
07/10 03:45:50 PM | Train: [  1/600] Step 000/071 Loss: 0.990 Recall: 0.471 FA: 63 F1: 0.473029
07/10 03:45:50 PM | [72 63 64 57]
07/10 03:46:13 PM | Train: [  1/600] Step 050/071 Loss: 0.546 Recall: 0.864 FA: 12 F1: 0.883721
07/10 03:46:13 PM | [112  12  18 114]
07/10 03:46:22 PM | Train: [  1/600] Step 071/071 Loss: 0.498 Recall: 0.957 FA: 3 F1: 0.916667
07/10 03:46:22 PM | [23  3  1 22]
07/10 03:46:22 PM | Train: [  1/600] Final Recall 85.3870% FA 1482 F1: 84.6953%
07/10 03:46:22 PM | [7621 1482 1333 7789]
07/10 03:46:23 PM | Valid: [  1/600] Step 000/061 Loss: 0.331 Recall: 0.824 FA: 31 F1: 0.451613
07/10 03:46:23 PM | [208  31   3  14]
07/10 03:46:28 PM | Valid: [  1/600] Final Recall 77.7542% FA 1013 F1: 39.6328%
07/10 03:46:28 PM | [6195 1013  105  367]
07/10 03:46:28 PM | Valid: Time Spent: 5.118568s
07/10 03:46:28 PM | [0.3963282937365011]
07/10 03:46:37 PM | Model size = 1.543 MB
07/10 03:46:37 PM | Epoch 0 LR 0.05
07/10 03:46:38 PM | Train: [  1/600] Step 000/071 Loss: 1.033 Recall: 0.500 FA: 93 F1: 0.444444
07/10 03:46:38 PM | [39 93 62 62]
07/10 03:47:00 PM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.868 FA: 12 F1: 0.885375
07/10 03:47:00 PM | [115  12  17 112]
07/10 03:47:08 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.857 FA: 2 F1: 0.878049
07/10 03:47:08 PM | [26  2  3 18]
07/10 03:47:09 PM | Train: [  1/600] Final Recall 86.3636% FA 1637 F1: 84.4764%
07/10 03:47:09 PM | [7546 1637 1233 7809]
07/10 03:47:09 PM | Valid: [  1/600] Step 000/061 Loss: 1.282 Recall: 0.882 FA: 68 F1: 0.300000
07/10 03:47:09 PM | [171  68   2  15]
07/10 03:47:15 PM | Valid: [  1/600] Final Recall 85.6842% FA 2123 F1: 27.0882%
07/10 03:47:15 PM | [4832 2123   68  407]
07/10 03:47:15 PM | Valid: Time Spent: 6.414051s
07/10 03:47:15 PM | [0.2708818635607321]
07/10 03:47:26 PM | Model size = 1.251 MB
07/10 03:47:26 PM | Epoch 0 LR 0.05
07/10 03:47:27 PM | Train: [  1/600] Step 000/071 Loss: 1.059 Recall: 0.411 FA: 54 F1: 0.433962
07/10 03:47:27 PM | [90 54 66 46]
07/10 03:47:43 PM | Train: [  1/600] Step 050/071 Loss: 0.576 Recall: 0.783 FA: 3 F1: 0.867470
07/10 03:47:43 PM | [115   3  30 108]
07/10 03:47:50 PM | Train: [  1/600] Step 071/071 Loss: 0.541 Recall: 0.696 FA: 6 F1: 0.711111
07/10 03:47:50 PM | [20  6  7 16]
07/10 03:47:50 PM | Train: [  1/600] Final Recall 83.7292% FA 1664 F1: 82.8551%
07/10 03:47:50 PM | [7508 1664 1473 7580]
07/10 03:47:50 PM | Valid: [  1/600] Step 000/061 Loss: 0.621 Recall: 0.952 FA: 77 F1: 0.338983
07/10 03:47:50 PM | [158  77   1  20]
07/10 03:47:54 PM | Valid: [  1/600] Final Recall 94.1650% FA 2410 F1: 27.7333%
07/10 03:47:54 PM | [4773 2410   29  468]
07/10 03:47:54 PM | Valid: Time Spent: 3.254073s
07/10 03:47:54 PM | [0.2773333333333333]
07/10 03:48:03 PM | Model size = 1.425 MB
07/10 03:48:03 PM | Epoch 0 LR 0.05
07/10 03:48:04 PM | Train: [  1/600] Step 000/071 Loss: 0.978 Recall: 0.611 FA: 37 F1: 0.645161
07/10 03:48:04 PM | [88 37 51 80]
07/10 03:48:23 PM | Train: [  1/600] Step 050/071 Loss: 0.513 Recall: 0.861 FA: 21 F1: 0.855072
07/10 03:48:23 PM | [ 98  21  19 118]
07/10 03:48:31 PM | Train: [  1/600] Step 071/071 Loss: 0.502 Recall: 0.882 FA: 3 F1: 0.895522
07/10 03:48:31 PM | [12  3  4 30]
07/10 03:48:31 PM | Train: [  1/600] Final Recall 86.0650% FA 1358 F1: 85.6863%
07/10 03:48:31 PM | [7703 1358 1277 7887]
07/10 03:48:31 PM | Valid: [  1/600] Step 000/061 Loss: 0.796 Recall: 0.905 FA: 77 F1: 0.324786
07/10 03:48:31 PM | [158  77   2  19]
07/10 03:48:37 PM | Valid: [  1/600] Final Recall 92.6316% FA 2207 F1: 28.1871%
07/10 03:48:37 PM | [4748 2207   35  440]
07/10 03:48:37 PM | Valid: Time Spent: 6.424890s
07/10 03:48:37 PM | [0.281870595771941]
07/10 03:48:55 PM | Model size = 1.600 MB
07/10 03:48:55 PM | Epoch 0 LR 0.05
07/10 03:48:57 PM | Train: [  1/600] Step 000/071 Loss: 1.059 Recall: 0.185 FA: 37 F1: 0.251309
07/10 03:48:57 PM | [ 89  37 106  24]
07/10 03:49:22 PM | Train: [  1/600] Step 050/071 Loss: 0.554 Recall: 0.886 FA: 18 F1: 0.879433
07/10 03:49:22 PM | [ 98  18  16 124]
07/10 03:49:33 PM | Train: [  1/600] Step 071/071 Loss: 0.519 Recall: 0.905 FA: 4 F1: 0.863636
07/10 03:49:33 PM | [24  4  2 19]
07/10 03:49:33 PM | Train: [  1/600] Final Recall 85.0208% FA 1688 F1: 83.5514%
07/10 03:49:33 PM | [7411 1688 1367 7759]
07/10 03:49:33 PM | Valid: [  1/600] Step 000/061 Loss: 0.929 Recall: 0.857 FA: 102 F1: 0.187500
07/10 03:49:33 PM | [140 102   2  12]
07/10 03:49:38 PM | Valid: [  1/600] Final Recall 91.6836% FA 2758 F1: 24.4126%
07/10 03:49:38 PM | [4429 2758   41  452]
07/10 03:49:38 PM | Valid: Time Spent: 5.392840s
07/10 03:49:38 PM | [0.24412638401296244]
07/10 03:49:48 PM | Model size = 1.520 MB
07/10 03:49:48 PM | Epoch 0 LR 0.05
07/10 03:49:49 PM | Train: [  1/600] Step 000/071 Loss: 1.077 Recall: 0.471 FA: 94 F1: 0.416357
07/10 03:49:49 PM | [43 94 63 56]
07/10 03:50:10 PM | Train: [  1/600] Step 050/071 Loss: 0.556 Recall: 0.869 FA: 22 F1: 0.852830
07/10 03:50:10 PM | [104  22  17 113]
07/10 03:50:19 PM | Train: [  1/600] Step 071/071 Loss: 0.514 Recall: 0.882 FA: 5 F1: 0.810811
07/10 03:50:19 PM | [27  5  2 15]
07/10 03:50:19 PM | Train: [  1/600] Final Recall 85.1160% FA 1578 F1: 84.0808%
07/10 03:50:19 PM | [7550 1578 1354 7743]
07/10 03:50:19 PM | Valid: [  1/600] Step 000/061 Loss: 1.663 Recall: 0.667 FA: 37 F1: 0.388889
07/10 03:50:19 PM | [198  37   7  14]
07/10 03:50:25 PM | Valid: [  1/600] Final Recall 66.1856% FA 784 F1: 40.3774%
07/10 03:50:25 PM | [6161  784  164  321]
07/10 03:50:25 PM | Valid: Time Spent: 6.061465s
07/10 03:50:25 PM | [0.40377358490566045]
07/10 03:50:31 PM | Model size = 1.483 MB
07/10 03:50:31 PM | Epoch 0 LR 0.05
07/10 03:50:32 PM | Train: [  1/600] Step 000/071 Loss: 1.129 Recall: 0.351 FA: 78 F1: 0.374101
07/10 03:50:32 PM | [30 78 96 52]
07/10 03:50:47 PM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.880 FA: 24 F1: 0.849421
07/10 03:50:47 PM | [107  24  15 110]
07/10 03:50:53 PM | Train: [  1/600] Step 071/071 Loss: 0.488 Recall: 0.864 FA: 4 F1: 0.844444
07/10 03:50:53 PM | [23  4  3 19]
07/10 03:50:53 PM | Train: [  1/600] Final Recall 85.5223% FA 1418 F1: 85.0351%
07/10 03:50:53 PM | [7731 1418 1314 7762]
07/10 03:50:53 PM | Valid: [  1/600] Step 000/061 Loss: 0.434 Recall: 0.636 FA: 23 F1: 0.474576
07/10 03:50:53 PM | [211  23   8  14]
07/10 03:50:58 PM | Valid: [  1/600] Final Recall 62.6050% FA 646 F1: 41.9718%
07/10 03:50:58 PM | [6558  646  178  298]
07/10 03:50:58 PM | Valid: Time Spent: 4.413019s
07/10 03:50:58 PM | [0.4197183098591549]
07/10 03:51:07 PM | Model size = 1.449 MB
07/10 03:51:07 PM | Epoch 0 LR 0.05
07/10 03:51:08 PM | Train: [  1/600] Step 000/071 Loss: 1.029 Recall: 0.515 FA: 87 F1: 0.475862
07/10 03:51:08 PM | [35 87 65 69]
07/10 03:51:29 PM | Train: [  1/600] Step 050/071 Loss: 0.550 Recall: 0.922 FA: 15 F1: 0.904943
07/10 03:51:29 PM | [112  15  10 119]
07/10 03:51:38 PM | Train: [  1/600] Step 071/071 Loss: 0.508 Recall: 0.966 FA: 1 F1: 0.965517
07/10 03:51:38 PM | [19  1  1 28]
07/10 03:51:38 PM | Train: [  1/600] Final Recall 85.3605% FA 1569 F1: 84.2846%
07/10 03:51:38 PM | [7530 1569 1336 7790]
07/10 03:51:38 PM | Valid: [  1/600] Step 000/061 Loss: 0.145 Recall: 0.267 FA: 5 F1: 0.333333
07/10 03:51:38 PM | [236   5  11   4]
07/10 03:51:44 PM | Valid: [  1/600] Final Recall 20.8984% FA 283 F1: 23.7251%
07/10 03:51:44 PM | [6635  283  405  107]
07/10 03:51:44 PM | Valid: Time Spent: 5.999628s
07/10 03:51:44 PM | [0.23725055432372508]
07/10 03:51:54 PM | Model size = 1.479 MB
07/10 03:51:54 PM | Epoch 0 LR 0.05
07/10 03:51:55 PM | Train: [  1/600] Step 000/071 Loss: 1.002 Recall: 0.488 FA: 72 F1: 0.477273
07/10 03:51:55 PM | [55 72 66 63]
07/10 03:52:16 PM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.896 FA: 10 F1: 0.909091
07/10 03:52:16 PM | [112  10  14 120]
07/10 03:52:24 PM | Train: [  1/600] Step 071/071 Loss: 0.492 Recall: 0.821 FA: 3 F1: 0.851852
07/10 03:52:24 PM | [18  3  5 23]
07/10 03:52:24 PM | Train: [  1/600] Final Recall 85.2693% FA 1390 F1: 85.0501%
07/10 03:52:24 PM | [7718 1390 1343 7774]
07/10 03:52:24 PM | Valid: [  1/600] Step 000/061 Loss: 0.289 Recall: 1.000 FA: 40 F1: 0.259259
07/10 03:52:24 PM | [209  40   0   7]
07/10 03:52:29 PM | Valid: [  1/600] Final Recall 65.0000% FA 1252 F1: 30.5284%
07/10 03:52:29 PM | [5948 1252  168  312]
07/10 03:52:29 PM | Valid: Time Spent: 4.340689s
07/10 03:52:29 PM | [0.30528375733855184]
07/10 03:52:38 PM | Model size = 1.299 MB
07/10 03:52:38 PM | Epoch 0 LR 0.05
07/10 03:52:39 PM | Train: [  1/600] Step 000/071 Loss: 0.985 Recall: 0.483 FA: 41 F1: 0.529680
07/10 03:52:39 PM | [95 41 62 58]
07/10 03:52:56 PM | Train: [  1/600] Step 050/071 Loss: 0.532 Recall: 0.888 FA: 24 F1: 0.853846
07/10 03:52:56 PM | [107  24  14 111]
07/10 03:53:03 PM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 0.947 FA: 6 F1: 0.837209
07/10 03:53:03 PM | [24  6  1 18]
07/10 03:53:03 PM | Train: [  1/600] Final Recall 85.3466% FA 1431 F1: 84.9142%
07/10 03:53:03 PM | [7663 1431 1338 7793]
07/10 03:53:03 PM | Valid: [  1/600] Step 000/061 Loss: 0.522 Recall: 0.389 FA: 47 F1: 0.194444
07/10 03:53:03 PM | [191  47  11   7]
07/10 03:53:09 PM | Valid: [  1/600] Final Recall 42.7368% FA 1299 F1: 20.5362%
07/10 03:53:09 PM | [5656 1299  272  203]
07/10 03:53:09 PM | Valid: Time Spent: 5.592211s
07/10 03:53:09 PM | [0.20536165907941326]
07/10 03:53:18 PM | Model size = 1.313 MB
07/10 03:53:18 PM | Epoch 0 LR 0.05
07/10 03:53:20 PM | Train: [  1/600] Step 000/071 Loss: 1.105 Recall: 0.331 FA: 87 F1: 0.328125
07/10 03:53:20 PM | [42 87 85 42]
07/10 03:53:37 PM | Train: [  1/600] Step 050/071 Loss: 0.574 Recall: 0.811 FA: 8 F1: 0.866397
07/10 03:53:37 PM | [116   8  25 107]
07/10 03:53:45 PM | Train: [  1/600] Step 071/071 Loss: 0.551 Recall: 0.818 FA: 4 F1: 0.818182
07/10 03:53:45 PM | [23  4  4 18]
07/10 03:53:45 PM | Train: [  1/600] Final Recall 85.0637% FA 1632 F1: 83.8172%
07/10 03:53:45 PM | [7481 1632 1361 7751]
07/10 03:53:45 PM | Valid: [  1/600] Step 000/061 Loss: 1.184 Recall: 0.947 FA: 74 F1: 0.324324
07/10 03:53:45 PM | [163  74   1  18]
07/10 03:53:49 PM | Valid: [  1/600] Final Recall 85.7430% FA 2356 F1: 26.0286%
07/10 03:53:49 PM | [4826 2356   71  427]
07/10 03:53:49 PM | Valid: Time Spent: 3.922872s
07/10 03:53:49 PM | [0.26028649801889664]
07/10 03:53:59 PM | Model size = 1.321 MB
07/10 03:53:59 PM | Epoch 0 LR 0.05
07/10 03:54:00 PM | Train: [  1/600] Step 000/071 Loss: 1.069 Recall: 0.388 FA: 89 F1: 0.373134
07/10 03:54:00 PM | [38 89 79 50]
07/10 03:54:19 PM | Train: [  1/600] Step 050/071 Loss: 0.512 Recall: 0.921 FA: 11 F1: 0.924092
07/10 03:54:19 PM | [ 93  11  12 140]
07/10 03:54:27 PM | Train: [  1/600] Step 071/071 Loss: 0.476 Recall: 0.923 FA: 1 F1: 0.941176
07/10 03:54:27 PM | [22  1  2 24]
07/10 03:54:27 PM | Train: [  1/600] Final Recall 86.2967% FA 1532 F1: 85.0223%
07/10 03:54:27 PM | [7520 1532 1257 7916]
07/10 03:54:27 PM | Valid: [  1/600] Step 000/061 Loss: 0.182 Recall: 0.882 FA: 20 F1: 0.576923
07/10 03:54:27 PM | [219  20   2  15]
07/10 03:54:34 PM | Valid: [  1/600] Final Recall 60.0000% FA 578 F1: 42.4060%
07/10 03:54:34 PM | [6382  578  188  282]
07/10 03:54:34 PM | Valid: Time Spent: 7.075952s
07/10 03:54:34 PM | [0.42406015037593986]
07/10 03:54:44 PM | Model size = 1.323 MB
07/10 03:54:44 PM | Epoch 0 LR 0.05
07/10 03:54:46 PM | Train: [  1/600] Step 000/071 Loss: 1.098 Recall: 0.519 FA: 83 F1: 0.480287
07/10 03:54:46 PM | [44 83 62 67]
07/10 03:55:03 PM | Train: [  1/600] Step 050/071 Loss: 0.554 Recall: 0.800 FA: 11 F1: 0.851711
07/10 03:55:03 PM | [105  11  28 112]
07/10 03:55:10 PM | Train: [  1/600] Step 071/071 Loss: 0.504 Recall: 1.000 FA: 5 F1: 0.905660
07/10 03:55:10 PM | [20  5  0 24]
07/10 03:55:10 PM | Train: [  1/600] Final Recall 85.1345% FA 1508 F1: 84.5019%
07/10 03:55:10 PM | [7501 1508 1370 7846]
07/10 03:55:11 PM | Valid: [  1/600] Step 000/061 Loss: 0.270 Recall: 0.727 FA: 31 F1: 0.463768
07/10 03:55:11 PM | [203  31   6  16]
07/10 03:55:15 PM | Valid: [  1/600] Final Recall 68.1435% FA 796 F1: 40.5524%
07/10 03:55:15 PM | [6410  796  151  323]
07/10 03:55:15 PM | Valid: Time Spent: 4.304877s
07/10 03:55:15 PM | [0.4055241682360326]
07/10 03:55:33 PM | Model size = 1.316 MB
07/10 03:55:33 PM | Epoch 0 LR 0.05
07/10 03:55:35 PM | Train: [  1/600] Step 000/071 Loss: 1.079 Recall: 0.400 FA: 91 F1: 0.380952
07/10 03:55:35 PM | [35 91 78 52]
07/10 03:55:52 PM | Train: [  1/600] Step 050/071 Loss: 0.514 Recall: 0.916 FA: 19 F1: 0.882591
07/10 03:55:52 PM | [118  19  10 109]
07/10 03:55:59 PM | Train: [  1/600] Step 071/071 Loss: 0.477 Recall: 0.737 FA: 5 F1: 0.736842
07/10 03:55:59 PM | [25  5  5 14]
07/10 03:55:59 PM | Train: [  1/600] Final Recall 85.4898% FA 1399 F1: 85.0302%
07/10 03:55:59 PM | [7853 1399 1302 7671]
07/10 03:56:00 PM | Valid: [  1/600] Step 000/061 Loss: 0.170 Recall: 0.500 FA: 9 F1: 0.466667
07/10 03:56:00 PM | [233   9   7   7]
07/10 03:56:04 PM | Valid: [  1/600] Final Recall 31.3025% FA 256 F1: 33.8252%
07/10 03:56:04 PM | [6698  256  327  149]
07/10 03:56:04 PM | Valid: Time Spent: 4.582672s
07/10 03:56:04 PM | [0.33825198637911463]
07/10 03:56:15 PM | Model size = 1.348 MB
07/10 03:56:15 PM | Epoch 0 LR 0.05
07/10 03:56:16 PM | Train: [  1/600] Step 000/071 Loss: 1.070 Recall: 0.362 FA: 31 F1: 0.456621
07/10 03:56:16 PM | [87 31 88 50]
07/10 03:56:35 PM | Train: [  1/600] Step 050/071 Loss: 0.551 Recall: 0.817 FA: 12 F1: 0.854772
07/10 03:56:35 PM | [118  12  23 103]
07/10 03:56:43 PM | Train: [  1/600] Step 071/071 Loss: 0.511 Recall: 0.960 FA: 0 F1: 0.979592
07/10 03:56:43 PM | [24  0  1 24]
07/10 03:56:43 PM | Train: [  1/600] Final Recall 84.3885% FA 1484 F1: 84.0344%
07/10 03:56:43 PM | [7722 1484 1408 7611]
07/10 03:56:43 PM | Valid: [  1/600] Step 000/061 Loss: 0.453 Recall: 0.562 FA: 24 F1: 0.367347
07/10 03:56:43 PM | [216  24   7   9]
07/10 03:56:47 PM | Valid: [  1/600] Final Recall 60.4418% FA 703 F1: 40.0799%
07/10 03:56:47 PM | [6479  703  197  301]
07/10 03:56:47 PM | Valid: Time Spent: 3.946654s
07/10 03:56:47 PM | [0.4007989347536618]
