07/09 11:58:21 PM | 
07/10 12:01:41 AM | Model size = 1.260 MB
07/10 12:01:41 AM | Epoch 0 LR 0.05
07/10 12:01:43 AM | Train: [  1/600] Step 000/071 Loss: 1.074 Recall: 0.386 FA: 74 F1: 0.402985
07/10 12:01:43 AM | [42 74 86 54]
07/10 12:02:00 AM | Train: [  1/600] Step 050/071 Loss: 0.602 Recall: 0.974 FA: 38 F1: 0.844106
07/10 12:02:00 AM | [104  38   3 111]
07/10 12:02:08 AM | Train: [  1/600] Step 071/071 Loss: 0.552 Recall: 0.727 FA: 4 F1: 0.761905
07/10 12:02:08 AM | [23  4  6 16]
07/10 12:02:08 AM | Train: [  1/600] Final Recall 84.4150% FA 1701 F1: 83.0898%
07/10 12:02:08 AM | [7464 1701 1412 7648]
07/10 12:02:08 AM | Valid: [  1/600] Step 000/061 Loss: 0.989 Recall: 0.750 FA: 80 F1: 0.178218
07/10 12:02:08 AM | [164  80   3   9]
07/10 12:02:13 AM | Valid: [  1/600] Final Recall 90.3017% FA 2076 F1: 28.3204%
07/10 12:02:13 AM | [4890 2076   45  419]
07/10 12:02:13 AM | Valid: Time Spent: 5.349054s
07/10 12:02:13 AM | [0.28320378506252114]
07/10 12:02:14 AM | Model size = 1.603 MB
07/10 12:02:14 AM | Epoch 0 LR 0.05
07/10 12:02:16 AM | Train: [  1/600] Step 000/071 Loss: 1.169 Recall: 0.259 FA: 88 F1: 0.271318
07/10 12:02:16 AM | [ 33  88 100  35]
07/10 12:02:38 AM | Train: [  1/600] Step 050/071 Loss: 0.549 Recall: 0.937 FA: 32 F1: 0.856115
07/10 12:02:38 AM | [ 97  32   8 119]
07/10 12:02:48 AM | Train: [  1/600] Step 071/071 Loss: 0.515 Recall: 0.852 FA: 4 F1: 0.851852
07/10 12:02:48 AM | [18  4  4 23]
07/10 12:02:48 AM | Train: [  1/600] Final Recall 84.5705% FA 1538 F1: 83.9474%
07/10 12:02:48 AM | [7594 1538 1403 7690]
07/10 12:02:48 AM | Valid: [  1/600] Step 000/061 Loss: 0.181 Recall: 0.632 FA: 15 F1: 0.521739
07/10 12:02:48 AM | [222  15   7  12]
07/10 12:02:52 AM | Valid: [  1/600] Final Recall 57.4689% FA 568 F1: 41.7483%
07/10 12:02:52 AM | [6630  568  205  277]
07/10 12:02:52 AM | Valid: Time Spent: 4.525116s
07/10 12:02:52 AM | [0.4174830444611906]
07/10 12:02:54 AM | Model size = 1.319 MB
07/10 12:02:54 AM | Epoch 0 LR 0.05
07/10 12:02:55 AM | Train: [  1/600] Step 000/071 Loss: 0.985 Recall: 0.691 FA: 87 F1: 0.596273
07/10 12:02:55 AM | [30 87 43 96]
07/10 12:03:13 AM | Train: [  1/600] Step 050/071 Loss: 0.559 Recall: 0.919 FA: 16 F1: 0.897638
07/10 12:03:13 AM | [116  16  10 114]
07/10 12:03:21 AM | Train: [  1/600] Step 071/071 Loss: 0.522 Recall: 0.844 FA: 0 F1: 0.915254
07/10 12:03:21 AM | [17  0  5 27]
07/10 12:03:21 AM | Train: [  1/600] Final Recall 85.4073% FA 1571 F1: 84.2982%
07/10 12:03:21 AM | [7533 1571 1331 7790]
07/10 12:03:21 AM | Valid: [  1/600] Step 000/061 Loss: 0.313 Recall: 0.667 FA: 39 F1: 0.378378
07/10 12:03:21 AM | [196  39   7  14]
07/10 12:03:26 AM | Valid: [  1/600] Final Recall 67.9245% FA 904 F1: 38.0059%
07/10 12:03:26 AM | [6049  904  153  324]
07/10 12:03:26 AM | Valid: Time Spent: 5.129210s
07/10 12:03:26 AM | [0.38005865102639297]
07/10 12:03:29 AM | Model size = 1.407 MB
07/10 12:03:29 AM | Epoch 0 LR 0.05
07/10 12:03:31 AM | Train: [  1/600] Step 000/071 Loss: 1.002 Recall: 0.371 FA: 40 F1: 0.438095
07/10 12:03:31 AM | [92 40 78 46]
07/10 12:03:50 AM | Train: [  1/600] Step 050/071 Loss: 0.571 Recall: 0.810 FA: 9 F1: 0.860759
07/10 12:03:50 AM | [121   9  24 102]
07/10 12:03:58 AM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.818 FA: 3 F1: 0.837209
07/10 12:03:58 AM | [24  3  4 18]
07/10 12:03:58 AM | Train: [  1/600] Final Recall 84.8317% FA 1594 F1: 83.7927%
07/10 12:03:58 AM | [7599 1594 1370 7662]
07/10 12:03:58 AM | Valid: [  1/600] Step 000/061 Loss: 0.269 Recall: 0.474 FA: 17 F1: 0.400000
07/10 12:03:58 AM | [220  17  10   9]
07/10 12:04:02 AM | Valid: [  1/600] Final Recall 58.7755% FA 565 F1: 42.8891%
07/10 12:04:02 AM | [6625  565  202  288]
07/10 12:04:02 AM | Valid: Time Spent: 4.183979s
07/10 12:04:02 AM | [0.42889054355919587]
07/10 12:04:04 AM | Model size = 1.326 MB
07/10 12:04:04 AM | Epoch 0 LR 0.05
07/10 12:04:05 AM | Train: [  1/600] Step 000/071 Loss: 1.127 Recall: 0.508 FA: 84 F1: 0.473498
07/10 12:04:05 AM | [40 84 65 67]
07/10 12:04:23 AM | Train: [  1/600] Step 050/071 Loss: 0.586 Recall: 0.811 FA: 15 F1: 0.838983
07/10 12:04:23 AM | [119  15  23  99]
07/10 12:04:30 AM | Train: [  1/600] Step 071/071 Loss: 0.556 Recall: 0.958 FA: 5 F1: 0.884615
07/10 12:04:30 AM | [20  5  1 23]
07/10 12:04:30 AM | Train: [  1/600] Final Recall 84.1012% FA 1546 F1: 83.6413%
07/10 12:04:30 AM | [7584 1546 1446 7649]
07/10 12:04:30 AM | Valid: [  1/600] Step 000/061 Loss: 0.870 Recall: 0.950 FA: 76 F1: 0.330435
07/10 12:04:30 AM | [160  76   1  19]
07/10 12:04:34 AM | Valid: [  1/600] Final Recall 84.4898% FA 2031 F1: 28.2112%
07/10 12:04:34 AM | [4909 2031   76  414]
07/10 12:04:34 AM | Valid: Time Spent: 4.572415s
07/10 12:04:34 AM | [0.2821124361158433]
07/10 12:04:36 AM | Model size = 1.527 MB
07/10 12:04:36 AM | Epoch 0 LR 0.05
07/10 12:04:37 AM | Train: [  1/600] Step 000/071 Loss: 1.060 Recall: 0.468 FA: 99 F1: 0.415493
07/10 12:04:37 AM | [31 99 67 59]
07/10 12:05:00 AM | Train: [  1/600] Step 050/071 Loss: 0.557 Recall: 0.924 FA: 14 F1: 0.914676
07/10 12:05:00 AM | [ 97  14  11 134]
07/10 12:05:08 AM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.870 FA: 4 F1: 0.851064
07/10 12:05:08 AM | [22  4  3 20]
07/10 12:05:08 AM | Train: [  1/600] Final Recall 85.3475% FA 1618 F1: 83.9813%
07/10 12:05:08 AM | [7571 1618 1324 7712]
07/10 12:05:09 AM | Valid: [  1/600] Step 000/061 Loss: 0.263 Recall: 0.579 FA: 23 F1: 0.415094
07/10 12:05:09 AM | [214  23   8  11]
07/10 12:05:13 AM | Valid: [  1/600] Final Recall 57.5150% FA 594 F1: 41.5942%
07/10 12:05:13 AM | [6587  594  212  287]
07/10 12:05:13 AM | Valid: Time Spent: 4.826205s
07/10 12:05:13 AM | [0.41594202898550725]
07/10 12:05:15 AM | Model size = 1.363 MB
07/10 12:05:15 AM | Epoch 0 LR 0.05
07/10 12:05:16 AM | Train: [  1/600] Step 000/071 Loss: 0.957 Recall: 0.627 FA: 32 F1: 0.676806
07/10 12:05:16 AM | [82 32 53 89]
07/10 12:05:36 AM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.871 FA: 9 F1: 0.900369
07/10 12:05:36 AM | [107   9  18 122]
07/10 12:05:44 AM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 0.960 FA: 1 F1: 0.960000
07/10 12:05:44 AM | [23  1  1 24]
07/10 12:05:44 AM | Train: [  1/600] Final Recall 86.2144% FA 1499 F1: 85.1236%
07/10 12:05:44 AM | [7557 1499 1264 7905]
07/10 12:05:44 AM | Valid: [  1/600] Step 000/061 Loss: 1.392 Recall: 1.000 FA: 102 F1: 0.203125
07/10 12:05:44 AM | [141 102   0  13]
07/10 12:05:49 AM | Valid: [  1/600] Final Recall 97.8355% FA 3000 F1: 23.0966%
07/10 12:05:49 AM | [3968 3000   10  452]
07/10 12:05:49 AM | Valid: Time Spent: 5.183817s
07/10 12:05:49 AM | [0.23096576392437404]
07/10 12:05:51 AM | Model size = 1.452 MB
07/10 12:05:51 AM | Epoch 0 LR 0.05
07/10 12:05:52 AM | Train: [  1/600] Step 000/071 Loss: 1.075 Recall: 0.438 FA: 99 F1: 0.398601
07/10 12:05:52 AM | [27 99 73 57]
07/10 12:06:13 AM | Train: [  1/600] Step 050/071 Loss: 0.527 Recall: 0.818 FA: 10 F1: 0.864865
07/10 12:06:13 AM | [109  10  25 112]
07/10 12:06:21 AM | Train: [  1/600] Step 071/071 Loss: 0.481 Recall: 0.917 FA: 5 F1: 0.862745
07/10 12:06:21 AM | [20  5  2 22]
07/10 12:06:21 AM | Train: [  1/600] Final Recall 86.2617% FA 1494 F1: 85.1860%
07/10 12:06:21 AM | [7545 1494 1262 7924]
07/10 12:06:21 AM | Valid: [  1/600] Step 000/061 Loss: 0.230 Recall: 0.826 FA: 26 F1: 0.558824
07/10 12:06:21 AM | [207  26   4  19]
07/10 12:06:26 AM | Valid: [  1/600] Final Recall 71.3462% FA 879 F1: 41.9209%
07/10 12:06:26 AM | [6281  879  149  371]
07/10 12:06:26 AM | Valid: Time Spent: 4.745064s
07/10 12:06:26 AM | [0.4192090395480226]
07/10 12:06:29 AM | Model size = 1.194 MB
07/10 12:06:29 AM | Epoch 0 LR 0.05
07/10 12:06:31 AM | Train: [  1/600] Step 000/071 Loss: 1.152 Recall: 0.550 FA: 88 F1: 0.493056
07/10 12:06:31 AM | [39 88 58 71]
07/10 12:06:47 AM | Train: [  1/600] Step 050/071 Loss: 0.864 Recall: 0.728 FA: 7 F1: 0.818182
07/10 12:06:47 AM | [113   7  37  99]
07/10 12:06:54 AM | Train: [  1/600] Step 071/071 Loss: 0.793 Recall: 0.742 FA: 2 F1: 0.821429
07/10 12:06:54 AM | [16  2  8 23]
07/10 12:06:54 AM | Train: [  1/600] Final Recall 78.1695% FA 2016 F1: 78.0755%
07/10 12:06:54 AM | [7075 2016 1994 7140]
07/10 12:06:54 AM | Valid: [  1/600] Step 000/061 Loss: 1.089 Recall: 0.812 FA: 91 F1: 0.216667
07/10 12:06:54 AM | [149  91   3  13]
07/10 12:07:00 AM | Valid: [  1/600] Final Recall 90.5702% FA 2472 F1: 24.7231%
07/10 12:07:00 AM | [4502 2472   43  413]
07/10 12:07:00 AM | Valid: Time Spent: 5.554089s
07/10 12:07:00 AM | [0.24723136785393596]
07/10 12:07:03 AM | Model size = 1.343 MB
07/10 12:07:03 AM | Epoch 0 LR 0.05
07/10 12:07:04 AM | Train: [  1/600] Step 000/071 Loss: 1.034 Recall: 0.483 FA: 56 F1: 0.493506
07/10 12:07:04 AM | [82 56 61 57]
07/10 12:07:23 AM | Train: [  1/600] Step 050/071 Loss: 0.529 Recall: 0.924 FA: 30 F1: 0.849421
07/10 12:07:23 AM | [107  30   9 110]
07/10 12:07:30 AM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.889 FA: 2 F1: 0.905660
07/10 12:07:30 AM | [20  2  3 24]
07/10 12:07:30 AM | Train: [  1/600] Final Recall 85.4322% FA 1422 F1: 84.8831%
07/10 12:07:30 AM | [7838 1422 1306 7659]
07/10 12:07:30 AM | Valid: [  1/600] Step 000/061 Loss: 0.616 Recall: 0.923 FA: 58 F1: 0.289157
07/10 12:07:30 AM | [185  58   1  12]
07/10 12:07:34 AM | Valid: [  1/600] Final Recall 89.5918% FA 1770 F1: 32.5306%
07/10 12:07:34 AM | [5420 1770   51  439]
07/10 12:07:34 AM | Valid: Time Spent: 4.158660s
07/10 12:07:34 AM | [0.3253056687662097]
07/10 12:07:36 AM | Model size = 1.305 MB
07/10 12:07:36 AM | Epoch 0 LR 0.05
07/10 12:07:37 AM | Train: [  1/600] Step 000/071 Loss: 1.004 Recall: 0.587 FA: 48 F1: 0.591667
07/10 12:07:37 AM | [87 48 50 71]
07/10 12:07:56 AM | Train: [  1/600] Step 050/071 Loss: 0.617 Recall: 0.890 FA: 10 F1: 0.908451
07/10 12:07:56 AM | [101  10  16 129]
07/10 12:08:03 AM | Train: [  1/600] Step 071/071 Loss: 0.559 Recall: 0.957 FA: 5 F1: 0.880000
07/10 12:08:03 AM | [21  5  1 22]
07/10 12:08:03 AM | Train: [  1/600] Final Recall 84.2936% FA 1578 F1: 83.6739%
07/10 12:08:03 AM | [7466 1578 1442 7739]
07/10 12:08:03 AM | Valid: [  1/600] Step 000/061 Loss: 0.517 Recall: 1.000 FA: 82 F1: 0.211538
07/10 12:08:03 AM | [163  82   0  11]
07/10 12:08:08 AM | Valid: [  1/600] Final Recall 97.8495% FA 2542 F1: 26.2854%
07/10 12:08:08 AM | [4423 2542   10  455]
07/10 12:08:08 AM | Valid: Time Spent: 5.118467s
07/10 12:08:08 AM | [0.2628538417099942]
07/10 12:08:11 AM | Model size = 1.270 MB
07/10 12:08:11 AM | Epoch 0 LR 0.05
07/10 12:08:12 AM | Train: [  1/600] Step 000/071 Loss: 1.184 Recall: 0.268 FA: 87 F1: 0.274194
07/10 12:08:12 AM | [42 87 93 34]
07/10 12:08:32 AM | Train: [  1/600] Step 050/071 Loss: 0.614 Recall: 0.862 FA: 27 F1: 0.832714
07/10 12:08:32 AM | [ 99  27  18 112]
07/10 12:08:38 AM | Train: [  1/600] Step 071/071 Loss: 0.556 Recall: 0.862 FA: 3 F1: 0.877193
07/10 12:08:38 AM | [17  3  4 25]
07/10 12:08:38 AM | Train: [  1/600] Final Recall 83.3627% FA 1636 F1: 82.7978%
07/10 12:08:38 AM | [7501 1636 1512 7576]
07/10 12:08:39 AM | Valid: [  1/600] Step 000/061 Loss: 0.795 Recall: 0.750 FA: 54 F1: 0.240000
07/10 12:08:39 AM | [190  54   3   9]
07/10 12:08:43 AM | Valid: [  1/600] Final Recall 84.7458% FA 1339 F1: 36.1827%
07/10 12:08:43 AM | [5869 1339   72  400]
07/10 12:08:43 AM | Valid: Time Spent: 4.825919s
07/10 12:08:43 AM | [0.3618272274988693]
07/10 12:08:46 AM | Model size = 1.415 MB
07/10 12:08:46 AM | Epoch 0 LR 0.05
07/10 12:08:47 AM | Train: [  1/600] Step 000/071 Loss: 1.028 Recall: 0.338 FA: 82 F1: 0.346154
07/10 12:08:47 AM | [41 82 88 45]
07/10 12:09:08 AM | Train: [  1/600] Step 050/071 Loss: 0.528 Recall: 0.871 FA: 12 F1: 0.890511
07/10 12:09:08 AM | [104  12  18 122]
07/10 12:09:15 AM | Train: [  1/600] Step 071/071 Loss: 0.485 Recall: 0.774 FA: 2 F1: 0.842105
07/10 12:09:15 AM | [16  2  7 24]
07/10 12:09:15 AM | Train: [  1/600] Final Recall 85.0350% FA 1404 F1: 84.8726%
07/10 12:09:15 AM | [7673 1404 1369 7779]
07/10 12:09:15 AM | Valid: [  1/600] Step 000/061 Loss: 0.297 Recall: 0.571 FA: 35 F1: 0.280702
07/10 12:09:15 AM | [207  35   6   8]
07/10 12:09:20 AM | Valid: [  1/600] Final Recall 53.7190% FA 976 F1: 30.2326%
07/10 12:09:20 AM | [5970  976  224  260]
07/10 12:09:20 AM | Valid: Time Spent: 4.653317s
07/10 12:09:20 AM | [0.3023255813953488]
07/10 12:09:22 AM | Model size = 1.512 MB
07/10 12:09:22 AM | Epoch 0 LR 0.05
07/10 12:09:23 AM | Train: [  1/600] Step 000/071 Loss: 0.987 Recall: 0.369 FA: 34 F1: 0.447761
07/10 12:09:23 AM | [100  34  77  45]
07/10 12:09:43 AM | Train: [  1/600] Step 050/071 Loss: 0.534 Recall: 0.902 FA: 9 F1: 0.916031
07/10 12:09:43 AM | [114   9  13 120]
07/10 12:09:52 AM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.857 FA: 4 F1: 0.857143
07/10 12:09:52 AM | [17  4  4 24]
07/10 12:09:52 AM | Train: [  1/600] Final Recall 85.2896% FA 1391 F1: 85.0563%
07/10 12:09:52 AM | [7718 1391 1341 7775]
07/10 12:09:52 AM | Valid: [  1/600] Step 000/061 Loss: 0.287 Recall: 0.583 FA: 27 F1: 0.304348
07/10 12:09:52 AM | [217  27   5   7]
07/10 12:09:56 AM | Valid: [  1/600] Final Recall 72.8916% FA 741 F1: 45.3184%
07/10 12:09:56 AM | [6441  741  135  363]
07/10 12:09:56 AM | Valid: Time Spent: 4.641385s
07/10 12:09:56 AM | [0.453183520599251]
07/10 12:09:58 AM | Model size = 1.617 MB
07/10 12:09:58 AM | Epoch 0 LR 0.05
07/10 12:09:59 AM | Train: [  1/600] Step 000/071 Loss: 1.034 Recall: 0.398 FA: 92 F1: 0.360000
07/10 12:09:59 AM | [51 92 68 45]
07/10 12:10:22 AM | Train: [  1/600] Step 050/071 Loss: 0.514 Recall: 0.913 FA: 22 F1: 0.874525
07/10 12:10:22 AM | [108  22  11 115]
07/10 12:10:32 AM | Train: [  1/600] Step 071/071 Loss: 0.485 Recall: 0.929 FA: 2 F1: 0.928571
07/10 12:10:32 AM | [19  2  2 26]
07/10 12:10:32 AM | Train: [  1/600] Final Recall 85.7570% FA 1541 F1: 84.5629%
07/10 12:10:32 AM | [7655 1541 1286 7743]
07/10 12:10:32 AM | Valid: [  1/600] Step 000/061 Loss: 0.329 Recall: 0.789 FA: 35 F1: 0.434783
07/10 12:10:32 AM | [202  35   4  15]
07/10 12:10:38 AM | Valid: [  1/600] Final Recall 66.8724% FA 970 F1: 36.4964%
07/10 12:10:38 AM | [5974  970  161  325]
07/10 12:10:38 AM | Valid: Time Spent: 5.810849s
07/10 12:10:38 AM | [0.36496350364963503]
07/10 12:10:40 AM | Model size = 1.622 MB
07/10 12:10:40 AM | Epoch 0 LR 0.05
07/10 12:10:41 AM | Train: [  1/600] Step 000/071 Loss: 0.946 Recall: 0.493 FA: 22 F1: 0.600000
07/10 12:10:41 AM | [88 22 74 72]
07/10 12:11:05 AM | Train: [  1/600] Step 050/071 Loss: 0.536 Recall: 0.935 FA: 15 F1: 0.909091
07/10 12:11:05 AM | [118  15   8 115]
07/10 12:11:15 AM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.789 FA: 6 F1: 0.750000
07/10 12:11:15 AM | [24  6  4 15]
07/10 12:11:15 AM | Train: [  1/600] Final Recall 86.0846% FA 1464 F1: 85.1041%
07/10 12:11:15 AM | [7735 1464 1256 7770]
07/10 12:11:16 AM | Valid: [  1/600] Step 000/061 Loss: 0.214 Recall: 0.750 FA: 20 F1: 0.545455
07/10 12:11:16 AM | [216  20   5  15]
07/10 12:11:21 AM | Valid: [  1/600] Final Recall 67.0103% FA 803 F1: 40.2976%
07/10 12:11:21 AM | [6392  803  160  325]
07/10 12:11:21 AM | Valid: Time Spent: 5.128188s
07/10 12:11:21 AM | [0.4029758214507129]
07/10 12:11:22 AM | Model size = 1.195 MB
07/10 12:11:22 AM | Epoch 0 LR 0.05
07/10 12:11:23 AM | Train: [  1/600] Step 000/071 Loss: 1.058 Recall: 0.434 FA: 35 F1: 0.509091
07/10 12:11:23 AM | [92 35 73 56]
07/10 12:11:40 AM | Train: [  1/600] Step 050/071 Loss: 0.677 Recall: 0.856 FA: 4 F1: 0.906780
07/10 12:11:40 AM | [127   4  18 107]
07/10 12:11:46 AM | Train: [  1/600] Step 071/071 Loss: 0.609 Recall: 0.815 FA: 3 F1: 0.846154
07/10 12:11:46 AM | [19  3  5 22]
07/10 12:11:46 AM | Train: [  1/600] Final Recall 83.7994% FA 1638 F1: 83.1256%
07/10 12:11:46 AM | [7396 1638 1489 7702]
07/10 12:11:47 AM | Valid: [  1/600] Step 000/061 Loss: 0.359 Recall: 0.696 FA: 30 F1: 0.463768
07/10 12:11:47 AM | [203  30   7  16]
07/10 12:11:51 AM | Valid: [  1/600] Final Recall 71.6102% FA 796 F1: 42.0922%
07/10 12:11:51 AM | [6162  796  134  338]
07/10 12:11:51 AM | Valid: Time Spent: 4.302241s
07/10 12:11:51 AM | [0.42092154420921535]
07/10 12:11:52 AM | Model size = 1.302 MB
07/10 12:11:52 AM | Epoch 0 LR 0.05
07/10 12:11:53 AM | Train: [  1/600] Step 000/071 Loss: 1.048 Recall: 0.452 FA: 52 F1: 0.491935
07/10 12:11:53 AM | [69 52 74 61]
07/10 12:12:13 AM | Train: [  1/600] Step 050/071 Loss: 0.550 Recall: 0.897 FA: 14 F1: 0.888889
07/10 12:12:13 AM | [126  14  12 104]
07/10 12:12:21 AM | Train: [  1/600] Step 071/071 Loss: 0.507 Recall: 0.846 FA: 1 F1: 0.897959
07/10 12:12:21 AM | [22  1  4 22]
07/10 12:12:21 AM | Train: [  1/600] Final Recall 85.8013% FA 1446 F1: 85.0291%
07/10 12:12:21 AM | [7750 1446 1282 7747]
07/10 12:12:21 AM | Valid: [  1/600] Step 000/061 Loss: 0.392 Recall: 0.625 FA: 21 F1: 0.425532
07/10 12:12:21 AM | [219  21   6  10]
07/10 12:12:25 AM | Valid: [  1/600] Final Recall 62.5000% FA 607 F1: 44.1795%
07/10 12:12:25 AM | [6569  607  189  315]
07/10 12:12:25 AM | Valid: Time Spent: 4.393131s
07/10 12:12:25 AM | [0.4417952314165498]
