07/09 12:47:44 AM | 
07/09 12:49:17 AM | Valid: [  1/600] Step 000/061 Loss: 0.336 Recall: 0.842 FA: 26 F1: 0.524590
07/09 12:49:17 AM | [211  26   3  16]
07/09 12:49:20 AM | Valid: [  1/600] Final Recall 74.9491% FA 943 F1: 40.8435%
07/09 12:49:20 AM | [6246  943  123  368]
07/09 12:49:20 AM | Valid: Time Spent: 3.344406s
07/09 12:49:20 AM | 

07/09 12:49:20 AM | [0.4084350721420644]
07/09 12:49:20 AM | Model size = 1.616 MB
07/09 12:49:20 AM | Epoch 0 LR 0.05
07/09 12:49:22 AM | Train: [  1/600] Step 000/071 Loss: 0.781 Recall: 0.703 FA: 26 F1: 0.737705
07/09 12:49:22 AM | [102  26  38  90]
07/09 12:49:44 AM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.943 FA: 14 F1: 0.916335
07/09 12:49:44 AM | [120  14   7 115]
07/09 12:49:53 AM | Train: [  1/600] Step 071/071 Loss: 0.483 Recall: 1.000 FA: 4 F1: 0.916667
07/09 12:49:53 AM | [23  4  0 22]
07/09 12:49:54 AM | Train: [  1/600] Final Recall 86.9291% FA 1422 F1: 85.9016%
07/09 12:49:54 AM | [7607 1422 1202 7994]
07/09 12:49:54 AM | Valid: [  1/600] Step 000/061 Loss: 0.579 Recall: 0.955 FA: 52 F1: 0.442105
07/09 12:49:54 AM | [182  52   1  21]
07/09 12:50:00 AM | Valid: [  1/600] Final Recall 91.7197% FA 1497 F1: 36.0000%
07/09 12:50:00 AM | [5462 1497   39  432]
07/09 12:50:00 AM | Valid: Time Spent: 6.269715s
07/09 12:50:00 AM | 

07/09 12:50:00 AM | [0.36000000000000004]
07/09 12:50:00 AM | Model size = 1.614 MB
07/09 12:50:00 AM | Epoch 0 LR 0.05
07/09 12:50:01 AM | Train: [  1/600] Step 000/071 Loss: 1.055 Recall: 0.360 FA: 49 F1: 0.401961
07/09 12:50:01 AM | [93 49 73 41]
07/09 12:50:23 AM | Train: [  1/600] Step 050/071 Loss: 0.574 Recall: 0.922 FA: 23 F1: 0.868852
07/09 12:50:23 AM | [118  23   9 106]
07/09 12:50:33 AM | Train: [  1/600] Step 071/071 Loss: 0.528 Recall: 0.846 FA: 3 F1: 0.862745
07/09 12:50:33 AM | [20  3  4 22]
07/09 12:50:33 AM | Train: [  1/600] Final Recall 85.2450% FA 1565 F1: 84.2656%
07/09 12:50:33 AM | [7497 1565 1352 7811]
07/09 12:50:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.403 Recall: 0.714 FA: 49 F1: 0.352941
07/09 12:50:33 AM | [186  49   6  15]
07/09 12:50:37 AM | Valid: [  1/600] Final Recall 86.9654% FA 1279 F1: 38.8712%
07/09 12:50:37 AM | [5910 1279   64  427]
07/09 12:50:37 AM | Valid: Time Spent: 4.536925s
07/09 12:50:37 AM | 

07/09 12:50:37 AM | [0.38871187983614014]
