07/10 07:03:08 PM | 
07/10 08:19:53 PM | [65 60 57 74]
07/10 08:20:18 PM | Train: [  1/600] Step 050/071 Loss: 0.532 Recall: 0.867 FA: 9 F1: 0.896552
07/10 08:20:18 PM | [112   9  18 117]
07/10 08:20:29 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 1.000 FA: 4 F1: 0.904762
07/10 08:20:29 PM | [26  4  0 19]
07/10 08:20:29 PM | Train: [  1/600] Final Recall 85.6513% FA 1499 F1: 84.7262%
07/10 08:20:29 PM | [7659 1499 1301 7766]
07/10 08:20:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.242 Recall: 0.000 FA: 0 F1: 0.000000
07/10 08:20:29 PM | [244   0  12   0]
07/10 08:20:36 PM | Valid: [  1/600] Final Recall 1.2931% FA 4 F1: 2.5316%
07/10 08:20:36 PM | [6962    4  458    6]
07/10 08:20:36 PM | Valid: Time Spent: 6.881215s
07/10 08:20:36 PM | [0.02531645569620253]
07/10 08:20:54 PM | Model size = 1.432 MB
07/10 08:20:54 PM | Epoch 0 LR 0.05
07/10 08:20:56 PM | Train: [  1/600] Step 000/071 Loss: 0.911 Recall: 0.661 FA: 44 F1: 0.653061
07/10 08:20:56 PM | [91 44 41 80]
07/10 08:21:16 PM | Train: [  1/600] Step 050/071 Loss: 0.545 Recall: 0.881 FA: 15 F1: 0.883895
07/10 08:21:16 PM | [107  15  16 118]
07/10 08:21:25 PM | Train: [  1/600] Step 071/071 Loss: 0.507 Recall: 0.833 FA: 1 F1: 0.892857
07/10 08:21:25 PM | [18  1  5 25]
07/10 08:21:25 PM | Train: [  1/600] Final Recall 86.4697% FA 1488 F1: 85.2205%
07/10 08:21:25 PM | [7698 1488 1223 7816]
07/10 08:21:25 PM | Valid: [  1/600] Step 000/061 Loss: 0.126 Recall: 0.667 FA: 7 F1: 0.648649
07/10 08:21:25 PM | [231   7   6  12]
07/10 08:21:31 PM | Valid: [  1/600] Final Recall 40.4810% FA 361 F1: 38.0414%
07/10 08:21:31 PM | [6820  361  297  202]
07/10 08:21:31 PM | Valid: Time Spent: 6.103947s
07/10 08:21:31 PM | [0.3804143126177024]
07/10 08:21:49 PM | Model size = 1.474 MB
07/10 08:21:49 PM | Epoch 0 LR 0.05
07/10 08:21:50 PM | Train: [  1/600] Step 000/071 Loss: 0.951 Recall: 0.585 FA: 50 F1: 0.587755
07/10 08:21:50 PM | [83 50 51 72]
07/10 08:22:10 PM | Train: [  1/600] Step 050/071 Loss: 0.544 Recall: 0.891 FA: 15 F1: 0.888031
07/10 08:22:10 PM | [112  15  14 115]
07/10 08:22:18 PM | Train: [  1/600] Step 071/071 Loss: 0.500 Recall: 0.857 FA: 1 F1: 0.905660
07/10 08:22:18 PM | [20  1  4 24]
07/10 08:22:18 PM | Train: [  1/600] Final Recall 84.9241% FA 1463 F1: 84.4420%
07/10 08:22:18 PM | [7741 1463 1360 7661]
07/10 08:22:18 PM | Valid: [  1/600] Step 000/061 Loss: 0.204 Recall: 0.308 FA: 9 F1: 0.307692
07/10 08:22:18 PM | [234   9   9   4]
07/10 08:22:24 PM | Valid: [  1/600] Final Recall 24.8963% FA 346 F1: 25.3165%
07/10 08:22:24 PM | [6602  346  362  120]
07/10 08:22:24 PM | Valid: Time Spent: 5.624591s
07/10 08:22:24 PM | [0.25316455696202533]
07/10 08:22:42 PM | Model size = 1.510 MB
07/10 08:22:42 PM | Epoch 0 LR 0.05
07/10 08:22:43 PM | Train: [  1/600] Step 000/071 Loss: 0.966 Recall: 0.411 FA: 48 F1: 0.457399
07/10 08:22:43 PM | [84 48 73 51]
07/10 08:23:04 PM | Train: [  1/600] Step 050/071 Loss: 0.579 Recall: 0.847 FA: 15 F1: 0.860656
07/10 08:23:04 PM | [117  15  19 105]
07/10 08:23:13 PM | Train: [  1/600] Step 071/071 Loss: 0.535 Recall: 0.917 FA: 0 F1: 0.956522
07/10 08:23:13 PM | [25  0  2 22]
07/10 08:23:13 PM | Train: [  1/600] Final Recall 85.4748% FA 1697 F1: 83.7204%
07/10 08:23:13 PM | [7461 1697 1317 7750]
07/10 08:23:13 PM | Valid: [  1/600] Step 000/061 Loss: 0.211 Recall: 0.526 FA: 13 F1: 0.476190
07/10 08:23:13 PM | [224  13   9  10]
07/10 08:23:17 PM | Valid: [  1/600] Final Recall 54.5276% FA 598 F1: 40.0578%
07/10 08:23:17 PM | [6574  598  231  277]
07/10 08:23:17 PM | Valid: Time Spent: 4.233979s
07/10 08:23:17 PM | [0.4005784526391902]
07/10 08:23:35 PM | Model size = 1.436 MB
07/10 08:23:35 PM | Epoch 0 LR 0.05
07/10 08:23:37 PM | Train: [  1/600] Step 000/071 Loss: 1.083 Recall: 0.461 FA: 92 F1: 0.422939
07/10 08:23:37 PM | [36 92 69 59]
07/10 08:23:57 PM | Train: [  1/600] Step 050/071 Loss: 0.497 Recall: 0.944 FA: 26 F1: 0.877323
07/10 08:23:57 PM | [105  26   7 118]
07/10 08:24:05 PM | Train: [  1/600] Step 071/071 Loss: 0.461 Recall: 1.000 FA: 2 F1: 0.960000
07/10 08:24:05 PM | [23  2  0 24]
07/10 08:24:05 PM | Train: [  1/600] Final Recall 87.3501% FA 1443 F1: 85.9648%
07/10 08:24:05 PM | [7691 1443 1150 7941]
07/10 08:24:06 PM | Valid: [  1/600] Step 000/061 Loss: 0.459 Recall: 1.000 FA: 46 F1: 0.425000
07/10 08:24:06 PM | [193  46   0  17]
07/10 08:24:11 PM | Valid: [  1/600] Final Recall 90.2655% FA 1313 F1: 37.5518%
07/10 08:24:11 PM | [5665 1313   44  408]
07/10 08:24:11 PM | Valid: Time Spent: 5.317142s
07/10 08:24:11 PM | [0.37551771744132534]
07/10 08:24:27 PM | Model size = 1.407 MB
07/10 08:24:27 PM | Epoch 0 LR 0.05
07/10 08:24:29 PM | Train: [  1/600] Step 000/071 Loss: 0.945 Recall: 0.555 FA: 23 F1: 0.644068
07/10 08:24:29 PM | [96 23 61 76]
07/10 08:24:49 PM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.965 FA: 22 F1: 0.893443
07/10 08:24:49 PM | [121  22   4 109]
07/10 08:24:57 PM | Train: [  1/600] Step 071/071 Loss: 0.492 Recall: 1.000 FA: 7 F1: 0.851064
07/10 08:24:57 PM | [22  7  0 20]
07/10 08:24:57 PM | Train: [  1/600] Final Recall 86.4865% FA 1449 F1: 85.5126%
07/10 08:24:57 PM | [7600 1449 1240 7936]
07/10 08:24:57 PM | Valid: [  1/600] Step 000/061 Loss: 0.215 Recall: 0.765 FA: 21 F1: 0.509804
07/10 08:24:57 PM | [218  21   4  13]
07/10 08:25:01 PM | Valid: [  1/600] Final Recall 65.6442% FA 639 F1: 44.3064%
07/10 08:25:01 PM | [6552  639  168  321]
07/10 08:25:01 PM | Valid: Time Spent: 4.152969s
07/10 08:25:01 PM | [0.44306418219461696]
07/10 08:25:19 PM | Model size = 1.563 MB
07/10 08:25:19 PM | Epoch 0 LR 0.05
07/10 08:25:20 PM | Train: [  1/600] Step 000/071 Loss: 0.969 Recall: 0.595 FA: 51 F1: 0.600000
07/10 08:25:20 PM | [74 51 53 78]
07/10 08:25:42 PM | Train: [  1/600] Step 050/071 Loss: 0.574 Recall: 0.888 FA: 16 F1: 0.884758
07/10 08:25:42 PM | [106  16  15 119]
07/10 08:25:52 PM | Train: [  1/600] Step 071/071 Loss: 0.531 Recall: 0.923 FA: 3 F1: 0.905660
07/10 08:25:52 PM | [20  3  2 24]
07/10 08:25:52 PM | Train: [  1/600] Final Recall 84.6872% FA 1665 F1: 83.5306%
07/10 08:25:52 PM | [7352 1665 1410 7798]
07/10 08:25:52 PM | Valid: [  1/600] Step 000/061 Loss: 0.317 Recall: 1.000 FA: 34 F1: 0.468750
07/10 08:25:52 PM | [207  34   0  15]
07/10 08:25:59 PM | Valid: [  1/600] Final Recall 81.2903% FA 1118 F1: 38.5518%
07/10 08:25:59 PM | [5847 1118   87  378]
07/10 08:25:59 PM | Valid: Time Spent: 6.636821s
07/10 08:25:59 PM | [0.38551759306476296]
07/10 08:26:16 PM | Model size = 1.425 MB
07/10 08:26:16 PM | Epoch 0 LR 0.05
07/10 08:26:17 PM | Train: [  1/600] Step 000/071 Loss: 1.035 Recall: 0.591 FA: 61 F1: 0.580645
07/10 08:26:17 PM | [58 61 56 81]
07/10 08:26:36 PM | Train: [  1/600] Step 050/071 Loss: 0.502 Recall: 0.885 FA: 4 F1: 0.924303
07/10 08:26:36 PM | [121   4  15 116]
07/10 08:26:43 PM | Train: [  1/600] Step 071/071 Loss: 0.472 Recall: 0.913 FA: 5 F1: 0.857143
07/10 08:26:43 PM | [21  5  2 21]
07/10 08:26:43 PM | Train: [  1/600] Final Recall 86.7083% FA 1402 F1: 85.8196%
07/10 08:26:43 PM | [7697 1402 1213 7913]
07/10 08:26:43 PM | Valid: [  1/600] Step 000/061 Loss: 0.270 Recall: 0.706 FA: 15 F1: 0.545455
07/10 08:26:43 PM | [224  15   5  12]
07/10 08:26:47 PM | Valid: [  1/600] Final Recall 65.1163% FA 644 F1: 44.9198%
07/10 08:26:47 PM | [6520  644  180  336]
07/10 08:26:47 PM | Valid: Time Spent: 3.981850s
07/10 08:26:47 PM | [0.44919786096256686]
07/10 08:27:04 PM | Model size = 1.533 MB
07/10 08:27:04 PM | Epoch 0 LR 0.05
07/10 08:27:06 PM | Train: [  1/600] Step 000/071 Loss: 0.964 Recall: 0.488 FA: 24 F1: 0.580952
07/10 08:27:06 PM | [107  24  64  61]
07/10 08:27:29 PM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.951 FA: 17 F1: 0.909804
07/10 08:27:29 PM | [117  17   6 116]
07/10 08:27:39 PM | Train: [  1/600] Step 071/071 Loss: 0.477 Recall: 0.958 FA: 3 F1: 0.920000
07/10 08:27:39 PM | [22  3  1 23]
07/10 08:27:39 PM | Train: [  1/600] Final Recall 86.1503% FA 1360 F1: 85.6182%
07/10 08:27:39 PM | [7854 1360 1248 7763]
07/10 08:27:40 PM | Valid: [  1/600] Step 000/061 Loss: 0.228 Recall: 0.000 FA: 0 F1: 0.000000
07/10 08:27:40 PM | [241   0  15   0]
07/10 08:27:46 PM | Valid: [  1/600] Final Recall 3.6957% FA 28 F1: 6.7327%
07/10 08:27:46 PM | [6942   28  443   17]
07/10 08:27:46 PM | Valid: Time Spent: 6.903390s
07/10 08:27:46 PM | [0.06732673267326733]
07/10 08:28:02 PM | Model size = 1.350 MB
07/10 08:28:02 PM | Epoch 0 LR 0.05
07/10 08:28:04 PM | Train: [  1/600] Step 000/071 Loss: 0.899 Recall: 0.643 FA: 29 F1: 0.686441
07/10 08:28:04 PM | [101  29  45  81]
07/10 08:28:21 PM | Train: [  1/600] Step 050/071 Loss: 0.530 Recall: 0.856 FA: 7 F1: 0.898113
07/10 08:28:21 PM | [110   7  20 119]
07/10 08:28:28 PM | Train: [  1/600] Step 071/071 Loss: 0.490 Recall: 0.840 FA: 2 F1: 0.875000
07/10 08:28:28 PM | [22  2  4 21]
07/10 08:28:28 PM | Train: [  1/600] Final Recall 85.6782% FA 1384 F1: 85.3034%
07/10 08:28:28 PM | [7736 1384 1304 7801]
07/10 08:28:28 PM | Valid: [  1/600] Step 000/061 Loss: 0.758 Recall: 0.652 FA: 99 F1: 0.218978
07/10 08:28:28 PM | [134  99   8  15]
07/10 08:28:32 PM | Valid: [  1/600] Final Recall 63.6743% FA 2642 F1: 17.8050%
07/10 08:28:32 PM | [4559 2642  174  305]
07/10 08:28:32 PM | Valid: Time Spent: 4.011857s
07/10 08:28:32 PM | [0.17805020431990665]
07/10 08:28:48 PM | Model size = 1.411 MB
07/10 08:28:48 PM | Epoch 0 LR 0.05
07/10 08:28:49 PM | Train: [  1/600] Step 000/071 Loss: 0.976 Recall: 0.488 FA: 74 F1: 0.471483
07/10 08:28:49 PM | [55 74 65 62]
07/10 08:29:09 PM | Train: [  1/600] Step 050/071 Loss: 0.546 Recall: 0.806 FA: 12 F1: 0.847458
07/10 08:29:09 PM | [120  12  24 100]
07/10 08:29:18 PM | Train: [  1/600] Step 071/071 Loss: 0.504 Recall: 1.000 FA: 10 F1: 0.736842
07/10 08:29:18 PM | [25 10  0 14]
07/10 08:29:18 PM | Train: [  1/600] Final Recall 85.1461% FA 1578 F1: 84.1811%
07/10 08:29:18 PM | [7444 1578 1367 7836]
07/10 08:29:18 PM | Valid: [  1/600] Step 000/061 Loss: 0.261 Recall: 0.542 FA: 16 F1: 0.490566
07/10 08:29:18 PM | [216  16  11  13]
07/10 08:29:24 PM | Valid: [  1/600] Final Recall 43.1412% FA 449 F1: 37.1257%
07/10 08:29:24 PM | [6478  449  286  217]
07/10 08:29:24 PM | Valid: Time Spent: 5.327438s
07/10 08:29:24 PM | [0.3712574850299401]
07/10 08:29:54 PM | Model size = 1.705 MB
07/10 08:29:54 PM | Epoch 0 LR 0.05
07/10 08:29:56 PM | Train: [  1/600] Step 000/071 Loss: 1.104 Recall: 0.493 FA: 80 F1: 0.475524
07/10 08:29:56 PM | [38 80 70 68]
07/10 08:30:21 PM | Train: [  1/600] Step 050/071 Loss: 0.531 Recall: 0.970 FA: 20 F1: 0.914894
07/10 08:30:21 PM | [103  20   4 129]
07/10 08:30:32 PM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.742 FA: 3 F1: 0.807018
07/10 08:30:32 PM | [15  3  8 23]
07/10 08:30:32 PM | Train: [  1/600] Final Recall 85.6501% FA 1508 F1: 84.7259%
07/10 08:30:32 PM | [7595 1508 1309 7813]
07/10 08:30:33 PM | Valid: [  1/600] Step 000/061 Loss: 0.187 Recall: 0.000 FA: 0 F1: 0.000000
07/10 08:30:33 PM | [241   0  15   0]
07/10 08:30:38 PM | Valid: [  1/600] Final Recall 5.1546% FA 10 F1: 9.6154%
07/10 08:30:38 PM | [7185   10  460   25]
07/10 08:30:38 PM | Valid: Time Spent: 5.321226s
07/10 08:30:38 PM | [0.09615384615384615]
07/10 08:30:53 PM | Model size = 1.706 MB
07/10 08:30:53 PM | Epoch 0 LR 0.05
07/10 08:30:54 PM | Train: [  1/600] Step 000/071 Loss: 0.999 Recall: 0.562 FA: 64 F1: 0.537549
07/10 08:30:54 PM | [71 64 53 68]
07/10 08:31:19 PM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.900 FA: 16 F1: 0.889734
07/10 08:31:19 PM | [110  16  13 117]
07/10 08:31:28 PM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 1.000 FA: 7 F1: 0.857143
07/10 08:31:28 PM | [21  7  0 21]
07/10 08:31:29 PM | Train: [  1/600] Final Recall 85.3944% FA 1378 F1: 85.1408%
07/10 08:31:29 PM | [7782 1378 1324 7741]
07/10 08:31:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.461 Recall: 1.000 FA: 62 F1: 0.279070
07/10 08:31:29 PM | [182  62   0  12]
07/10 08:31:35 PM | Valid: [  1/600] Final Recall 92.4406% FA 1638 F1: 33.8474%
07/10 08:31:35 PM | [5329 1638   35  428]
07/10 08:31:35 PM | Valid: Time Spent: 6.400162s
07/10 08:31:35 PM | [0.33847370502174773]
07/10 08:31:51 PM | Model size = 1.438 MB
07/10 08:31:51 PM | Epoch 0 LR 0.05
07/10 08:31:52 PM | Train: [  1/600] Step 000/071 Loss: 0.966 Recall: 0.591 FA: 52 F1: 0.590551
07/10 08:31:52 PM | [77 52 52 75]
07/10 08:32:13 PM | Train: [  1/600] Step 050/071 Loss: 0.533 Recall: 0.896 FA: 27 F1: 0.855124
07/10 08:32:13 PM | [ 94  27  14 121]
07/10 08:32:21 PM | Train: [  1/600] Step 071/071 Loss: 0.493 Recall: 0.960 FA: 5 F1: 0.888889
07/10 08:32:21 PM | [19  5  1 24]
07/10 08:32:21 PM | Train: [  1/600] Final Recall 85.6080% FA 1472 F1: 84.8840%
07/10 08:32:21 PM | [7609 1472 1316 7828]
07/10 08:32:21 PM | Valid: [  1/600] Step 000/061 Loss: 0.520 Recall: 0.824 FA: 29 F1: 0.466667
07/10 08:32:21 PM | [210  29   3  14]
07/10 08:32:26 PM | Valid: [  1/600] Final Recall 80.2000% FA 1007 F1: 42.0335%
07/10 08:32:26 PM | [6173 1007   99  401]
07/10 08:32:26 PM | Valid: Time Spent: 4.474004s
07/10 08:32:26 PM | [0.4203354297693921]
07/10 08:32:42 PM | Model size = 1.243 MB
07/10 08:32:42 PM | Epoch 0 LR 0.05
07/10 08:32:43 PM | Train: [  1/600] Step 000/071 Loss: 1.124 Recall: 0.312 FA: 84 F1: 0.314516
07/10 08:32:43 PM | [47 84 86 39]
07/10 08:33:01 PM | Train: [  1/600] Step 050/071 Loss: 0.590 Recall: 0.811 FA: 8 F1: 0.868914
07/10 08:33:01 PM | [105   8  27 116]
07/10 08:33:08 PM | Train: [  1/600] Step 071/071 Loss: 0.527 Recall: 0.952 FA: 4 F1: 0.888889
07/10 08:33:08 PM | [24  4  1 20]
07/10 08:33:08 PM | Train: [  1/600] Final Recall 84.6103% FA 1458 F1: 84.3607%
07/10 08:33:08 PM | [7644 1458 1404 7719]
07/10 08:33:08 PM | Valid: [  1/600] Step 000/061 Loss: 0.387 Recall: 0.636 FA: 27 F1: 0.444444
07/10 08:33:08 PM | [207  27   8  14]
07/10 08:33:13 PM | Valid: [  1/600] Final Recall 66.5957% FA 744 F1: 40.9954%
07/10 08:33:14 PM | [6216  744  157  313]
07/10 08:33:14 PM | Valid: Time Spent: 5.263263s
07/10 08:33:14 PM | [0.4099541584806811]
07/10 08:33:46 PM | Model size = 1.349 MB
07/10 08:33:46 PM | Epoch 0 LR 0.05
07/10 08:33:48 PM | Train: [  1/600] Step 000/071 Loss: 0.996 Recall: 0.520 FA: 40 F1: 0.565217
07/10 08:33:48 PM | [91 40 60 65]
07/10 08:34:08 PM | Train: [  1/600] Step 050/071 Loss: 0.572 Recall: 0.833 FA: 17 F1: 0.851852
07/10 08:34:08 PM | [101  17  23 115]
07/10 08:34:17 PM | Train: [  1/600] Step 071/071 Loss: 0.519 Recall: 0.857 FA: 2 F1: 0.878049
07/10 08:34:17 PM | [26  2  3 18]
07/10 08:34:17 PM | Train: [  1/600] Final Recall 84.8730% FA 1608 F1: 83.7400%
07/10 08:34:17 PM | [7600 1608 1364 7653]
07/10 08:34:17 PM | Valid: [  1/600] Step 000/061 Loss: 0.305 Recall: 0.412 FA: 22 F1: 0.304348
07/10 08:34:17 PM | [217  22  10   7]
07/10 08:34:22 PM | Valid: [  1/600] Final Recall 60.2105% FA 544 F1: 43.8314%
07/10 08:34:22 PM | [6661  544  189  286]
07/10 08:34:22 PM | Valid: Time Spent: 4.502449s
07/10 08:34:22 PM | [0.4383141762452107]
07/10 08:34:38 PM | Model size = 1.246 MB
07/10 08:34:38 PM | Epoch 0 LR 0.05
07/10 08:34:40 PM | Train: [  1/600] Step 000/071 Loss: 0.954 Recall: 0.554 FA: 37 F1: 0.602510
07/10 08:34:40 PM | [89 37 58 72]
07/10 08:34:56 PM | Train: [  1/600] Step 050/071 Loss: 0.587 Recall: 0.883 FA: 16 F1: 0.879377
07/10 08:34:56 PM | [112  16  15 113]
07/10 08:35:03 PM | Train: [  1/600] Step 071/071 Loss: 0.538 Recall: 1.000 FA: 4 F1: 0.931034
07/10 08:35:03 PM | [18  4  0 27]
07/10 08:35:03 PM | Train: [  1/600] Final Recall 84.5926% FA 1511 F1: 84.1038%
07/10 08:35:03 PM | [7595 1511 1405 7714]
07/10 08:35:03 PM | Valid: [  1/600] Step 000/061 Loss: 1.025 Recall: 0.562 FA: 36 F1: 0.295082
07/10 08:35:03 PM | [204  36   7   9]
07/10 08:35:08 PM | Valid: [  1/600] Final Recall 71.1382% FA 884 F1: 40.5562%
07/10 08:35:08 PM | [6054  884  142  350]
07/10 08:35:08 PM | Valid: Time Spent: 4.673532s
07/10 08:35:08 PM | [0.4055619930475087]
07/10 08:35:27 PM | Model size = 1.373 MB
07/10 08:35:27 PM | Epoch 0 LR 0.05
07/10 08:35:28 PM | Train: [  1/600] Step 000/071 Loss: 0.975 Recall: 0.467 FA: 32 F1: 0.538462
07/10 08:35:28 PM | [104  32  64  56]
07/10 08:35:47 PM | Train: [  1/600] Step 050/071 Loss: 0.564 Recall: 0.688 FA: 1 F1: 0.811966
07/10 08:35:47 PM | [117   1  43  95]
07/10 08:35:54 PM | Train: [  1/600] Step 071/071 Loss: 0.525 Recall: 0.774 FA: 3 F1: 0.827586
07/10 08:35:54 PM | [15  3  7 24]
07/10 08:35:54 PM | Train: [  1/600] Final Recall 85.0360% FA 1520 F1: 84.3501%
07/10 08:35:54 PM | [7543 1520 1371 7791]
07/10 08:35:54 PM | Valid: [  1/600] Step 000/061 Loss: 0.630 Recall: 0.850 FA: 63 F1: 0.340000
07/10 08:35:54 PM | [173  63   3  17]
07/10 08:35:59 PM | Valid: [  1/600] Final Recall 85.7143% FA 1918 F1: 30.8333%
07/10 08:35:59 PM | [5244 1918   74  444]
07/10 08:35:59 PM | Valid: Time Spent: 5.366800s
07/10 08:35:59 PM | [0.30833333333333335]
07/10 08:36:18 PM | Model size = 1.179 MB
07/10 08:36:18 PM | Epoch 0 LR 0.05
07/10 08:36:19 PM | Train: [  1/600] Step 000/071 Loss: 1.153 Recall: 0.333 FA: 84 F1: 0.343284
07/10 08:36:19 PM | [34 84 92 46]
07/10 08:36:34 PM | Train: [  1/600] Step 050/071 Loss: 0.518 Recall: 0.924 FA: 13 F1: 0.913208
07/10 08:36:34 PM | [112  13  10 121]
07/10 08:36:40 PM | Train: [  1/600] Step 071/071 Loss: 0.482 Recall: 1.000 FA: 4 F1: 0.923077
07/10 08:36:40 PM | [21  4  0 24]
07/10 08:36:40 PM | Train: [  1/600] Final Recall 85.4858% FA 1368 F1: 85.3280%
07/10 08:36:40 PM | [7666 1368 1334 7857]
07/10 08:36:40 PM | Valid: [  1/600] Step 000/061 Loss: 0.239 Recall: 0.316 FA: 9 F1: 0.352941
07/10 08:36:40 PM | [228   9  13   6]
07/10 08:36:45 PM | Valid: [  1/600] Final Recall 43.9232% FA 383 F1: 38.9414%
07/10 08:36:45 PM | [6578  383  263  206]
07/10 08:36:45 PM | Valid: Time Spent: 5.312247s
07/10 08:36:45 PM | [0.389413988657845]
07/10 08:37:08 PM | Model size = 1.482 MB
07/10 08:37:08 PM | Epoch 0 LR 0.05
07/10 08:37:09 PM | Train: [  1/600] Step 000/071 Loss: 1.044 Recall: 0.358 FA: 84 F1: 0.360902
07/10 08:37:09 PM | [38 84 86 48]
07/10 08:37:31 PM | Train: [  1/600] Step 050/071 Loss: 0.532 Recall: 0.932 FA: 28 F1: 0.869258
07/10 08:37:31 PM | [ 96  28   9 123]
07/10 08:37:39 PM | Train: [  1/600] Step 071/071 Loss: 0.493 Recall: 0.958 FA: 3 F1: 0.920000
07/10 08:37:39 PM | [22  3  1 23]
07/10 08:37:39 PM | Train: [  1/600] Final Recall 86.0524% FA 1584 F1: 84.5422%
07/10 08:37:39 PM | [7600 1584 1261 7780]
07/10 08:37:39 PM | Valid: [  1/600] Step 000/061 Loss: 0.293 Recall: 0.882 FA: 38 F1: 0.428571
07/10 08:37:39 PM | [201  38   2  15]
07/10 08:37:45 PM | Valid: [  1/600] Final Recall 85.4737% FA 1131 F1: 40.3579%
07/10 08:37:45 PM | [6074 1131   69  406]
07/10 08:37:45 PM | Valid: Time Spent: 5.969036s
07/10 08:37:45 PM | [0.40357852882703776]
