07/09 08:19:05 PM | 
07/09 08:38:47 PM | [5552 1406  109  363]
07/09 08:38:47 PM | Valid: Time Spent: 4.658717s
07/09 08:38:47 PM | 

07/09 08:38:47 PM | [0.323962516733601]
07/09 08:41:21 PM | Model size = 1.236 MB
07/09 08:41:21 PM | Epoch 0 LR 0.05
07/09 08:41:22 PM | Train: [  1/600] Step 000/071 Loss: 0.988 Recall: 0.554 FA: 22 F1: 0.650794
07/09 08:41:22 PM | [86 22 66 82]
07/09 08:41:38 PM | Train: [  1/600] Step 050/071 Loss: 0.557 Recall: 0.864 FA: 31 F1: 0.812749
07/09 08:41:38 PM | [107  31  16 102]
07/09 08:41:45 PM | Train: [  1/600] Step 071/071 Loss: 0.511 Recall: 0.867 FA: 1 F1: 0.912281
07/09 08:41:45 PM | [18  1  4 26]
07/09 08:41:45 PM | Train: [  1/600] Final Recall 85.2556% FA 1403 F1: 85.0095%
07/09 08:41:45 PM | [7666 1403 1350 7806]
07/09 08:41:45 PM | Valid: [  1/600] Step 000/061 Loss: 0.384 Recall: 0.810 FA: 27 F1: 0.523077
07/09 08:41:45 PM | [208  27   4  17]
07/09 08:41:49 PM | Valid: [  1/600] Final Recall 76.5531% FA 884 F1: 43.2861%
07/09 08:41:49 PM | [6297  884  117  382]
07/09 08:41:49 PM | Valid: Time Spent: 3.748529s
07/09 08:41:49 PM | 

07/09 08:41:49 PM | [0.43286118980169974]
07/09 08:44:43 PM | Model size = 1.359 MB
07/09 08:44:43 PM | Epoch 0 LR 0.05
07/09 08:44:44 PM | Train: [  1/600] Step 000/071 Loss: 1.091 Recall: 0.451 FA: 83 F1: 0.445205
07/09 08:44:44 PM | [29 83 79 65]
07/09 08:45:03 PM | Train: [  1/600] Step 050/071 Loss: 0.537 Recall: 0.897 FA: 14 F1: 0.893281
07/09 08:45:03 PM | [116  14  13 113]
07/09 08:45:10 PM | Train: [  1/600] Step 071/071 Loss: 0.494 Recall: 0.957 FA: 5 F1: 0.880000
07/09 08:45:10 PM | [21  5  1 22]
07/09 08:45:11 PM | Train: [  1/600] Final Recall 85.9466% FA 1507 F1: 84.8833%
07/09 08:45:11 PM | [7617 1507 1279 7822]
07/09 08:45:11 PM | Valid: [  1/600] Step 000/061 Loss: 0.499 Recall: 0.941 FA: 28 F1: 0.524590
07/09 08:45:11 PM | [211  28   1  16]
07/09 08:45:15 PM | Valid: [  1/600] Final Recall 88.3966% FA 1089 F1: 42.2805%
07/09 08:45:15 PM | [5867 1089   55  419]
07/09 08:45:15 PM | Valid: Time Spent: 4.335786s
07/09 08:45:15 PM | 

07/09 08:45:15 PM | [0.4228052472250252]
07/09 08:48:14 PM | Model size = 1.547 MB
07/09 08:48:14 PM | Epoch 0 LR 0.05
07/09 08:48:15 PM | Train: [  1/600] Step 000/071 Loss: 0.967 Recall: 0.515 FA: 26 F1: 0.602620
07/09 08:48:15 PM | [96 26 65 69]
07/09 08:48:35 PM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.952 FA: 23 F1: 0.890566
07/09 08:48:35 PM | [109  23   6 118]
07/09 08:48:43 PM | Train: [  1/600] Step 071/071 Loss: 0.481 Recall: 0.952 FA: 5 F1: 0.869565
07/09 08:48:43 PM | [23  5  1 20]
07/09 08:48:44 PM | Train: [  1/600] Final Recall 86.2458% FA 1448 F1: 85.2732%
07/09 08:48:44 PM | [7747 1448 1242 7788]
07/09 08:48:44 PM | Valid: [  1/600] Step 000/061 Loss: 0.282 Recall: 0.786 FA: 32 F1: 0.385965
07/09 08:48:44 PM | [210  32   3  11]
07/09 08:48:48 PM | Valid: [  1/600] Final Recall 72.0978% FA 1120 F1: 36.0305%
07/09 08:48:48 PM | [6069 1120  137  354]
07/09 08:48:48 PM | Valid: Time Spent: 4.595564s
07/09 08:48:48 PM | 

07/09 08:48:48 PM | [0.3603053435114504]
07/09 08:52:38 PM | Model size = 1.363 MB
07/09 08:52:38 PM | Epoch 0 LR 0.05
07/09 08:52:40 PM | Train: [  1/600] Step 000/071 Loss: 1.020 Recall: 0.397 FA: 77 F1: 0.404494
07/09 08:52:40 PM | [43 77 82 54]
07/09 08:53:01 PM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.938 FA: 24 F1: 0.872428
07/09 08:53:01 PM | [119  24   7 106]
07/09 08:53:09 PM | Train: [  1/600] Step 071/071 Loss: 0.492 Recall: 1.000 FA: 2 F1: 0.960000
07/09 08:53:09 PM | [23  2  0 24]
07/09 08:53:09 PM | Train: [  1/600] Final Recall 86.9523% FA 1482 F1: 85.6223%
07/09 08:53:09 PM | [7569 1482 1197 7977]
07/09 08:53:09 PM | Valid: [  1/600] Step 000/061 Loss: 0.388 Recall: 0.611 FA: 29 F1: 0.379310
07/09 08:53:09 PM | [209  29   7  11]
07/09 08:53:14 PM | Valid: [  1/600] Final Recall 68.4100% FA 693 F1: 43.6582%
07/09 08:53:14 PM | [6259  693  151  327]
07/09 08:53:14 PM | Valid: Time Spent: 4.923613s
07/09 08:53:14 PM | 

07/09 08:53:14 PM | [0.4365821094793058]
07/09 08:56:39 PM | Model size = 1.265 MB
07/09 08:56:39 PM | Epoch 0 LR 0.05
07/09 08:56:40 PM | Train: [  1/600] Step 000/071 Loss: 0.896 Recall: 0.700 FA: 32 F1: 0.719368
07/09 08:56:40 PM | [94 32 39 91]
07/09 08:56:58 PM | Train: [  1/600] Step 050/071 Loss: 0.588 Recall: 0.854 FA: 22 F1: 0.840000
07/09 08:56:58 PM | [111  22  18 105]
07/09 08:57:06 PM | Train: [  1/600] Step 071/071 Loss: 0.527 Recall: 0.708 FA: 3 F1: 0.772727
07/09 08:57:06 PM | [22  3  7 17]
07/09 08:57:06 PM | Train: [  1/600] Final Recall 85.6813% FA 1480 F1: 84.8508%
07/09 08:57:06 PM | [7652 1480 1302 7791]
07/09 08:57:06 PM | Valid: [  1/600] Step 000/061 Loss: 1.057 Recall: 0.667 FA: 43 F1: 0.294118
07/09 08:57:06 PM | [198  43   5  10]
07/09 08:57:11 PM | Valid: [  1/600] Final Recall 76.5784% FA 1078 F1: 38.6632%
07/09 08:57:11 PM | [6111 1078  115  376]
07/09 08:57:11 PM | Valid: Time Spent: 4.988708s
07/09 08:57:11 PM | 

07/09 08:57:11 PM | [0.3866323907455013]
07/09 09:01:02 PM | Model size = 1.389 MB
07/09 09:01:02 PM | Epoch 0 LR 0.05
07/09 09:01:03 PM | Train: [  1/600] Step 000/071 Loss: 1.188 Recall: 0.341 FA: 98 F1: 0.322097
07/09 09:01:03 PM | [32 98 83 43]
07/09 09:01:21 PM | Train: [  1/600] Step 050/071 Loss: 0.565 Recall: 0.931 FA: 16 F1: 0.906367
07/09 09:01:21 PM | [110  16   9 121]
07/09 09:01:29 PM | Train: [  1/600] Step 071/071 Loss: 0.520 Recall: 0.875 FA: 1 F1: 0.913043
07/09 09:01:29 PM | [24  1  3 21]
07/09 09:01:29 PM | Train: [  1/600] Final Recall 85.7441% FA 1591 F1: 84.3863%
07/09 09:01:29 PM | [7529 1591 1298 7807]
07/09 09:01:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.376 Recall: 0.750 FA: 41 F1: 0.290323
07/09 09:01:29 PM | [203  41   3   9]
07/09 09:01:34 PM | Valid: [  1/600] Final Recall 69.0678% FA 1640 F1: 26.7432%
07/09 09:01:34 PM | [5318 1640  146  326]
07/09 09:01:34 PM | Valid: Time Spent: 4.974760s
07/09 09:01:34 PM | 

07/09 09:01:34 PM | [0.2674323215750615]
07/09 09:05:23 PM | Model size = 1.295 MB
07/09 09:05:23 PM | Epoch 0 LR 0.05
07/09 09:05:24 PM | Train: [  1/600] Step 000/071 Loss: 1.172 Recall: 0.338 FA: 93 F1: 0.334545
07/09 09:05:24 PM | [27 93 90 46]
07/09 09:05:44 PM | Train: [  1/600] Step 050/071 Loss: 0.641 Recall: 0.876 FA: 9 F1: 0.902256
07/09 09:05:44 PM | [110   9  17 120]
07/09 09:05:51 PM | Train: [  1/600] Step 071/071 Loss: 0.600 Recall: 1.000 FA: 5 F1: 0.905660
07/09 09:05:51 PM | [20  5  0 24]
07/09 09:05:52 PM | Train: [  1/600] Final Recall 83.4873% FA 1643 F1: 82.9284%
07/09 09:05:52 PM | [7383 1643 1519 7680]
07/09 09:05:52 PM | Valid: [  1/600] Step 000/061 Loss: 0.566 Recall: 0.882 FA: 73 F1: 0.285714
07/09 09:05:52 PM | [166  73   2  15]
07/09 09:05:56 PM | Valid: [  1/600] Final Recall 95.3722% FA 1848 F1: 33.6289%
07/09 09:05:56 PM | [5335 1848   23  474]
07/09 09:05:56 PM | Valid: Time Spent: 4.788656s
07/09 09:05:56 PM | 

07/09 09:05:56 PM | [0.33628946434905993]
07/09 09:09:50 PM | Model size = 1.240 MB
07/09 09:09:50 PM | Epoch 0 LR 0.05
07/09 09:09:52 PM | Train: [  1/600] Step 000/071 Loss: 0.950 Recall: 0.595 FA: 66 F1: 0.555985
07/09 09:09:52 PM | [69 66 49 72]
07/09 09:10:09 PM | Train: [  1/600] Step 050/071 Loss: 0.504 Recall: 0.967 FA: 20 F1: 0.907692
07/09 09:10:09 PM | [114  20   4 118]
07/09 09:10:16 PM | Train: [  1/600] Step 071/071 Loss: 0.465 Recall: 0.846 FA: 4 F1: 0.846154
07/09 09:10:16 PM | [19  4  4 22]
07/09 09:10:16 PM | Train: [  1/600] Final Recall 87.9277% FA 1360 F1: 86.7767%
07/09 09:10:16 PM | [7629 1360 1115 8121]
07/09 09:10:16 PM | Valid: [  1/600] Step 000/061 Loss: 0.224 Recall: 0.812 FA: 26 F1: 0.472727
07/09 09:10:16 PM | [214  26   3  13]
07/09 09:10:21 PM | Valid: [  1/600] Final Recall 64.8069% FA 740 F1: 40.0531%
07/09 09:10:21 PM | [6224  740  164  302]
07/09 09:10:21 PM | Valid: Time Spent: 4.668203s
07/09 09:10:21 PM | 

07/09 09:10:21 PM | [0.4005305039787798]
07/09 09:14:09 PM | Model size = 1.428 MB
07/09 09:14:09 PM | Epoch 0 LR 0.05
07/09 09:14:10 PM | Train: [  1/600] Step 000/071 Loss: 0.956 Recall: 0.598 FA: 41 F1: 0.618644
07/09 09:14:10 PM | [93 41 49 73]
07/09 09:14:30 PM | Train: [  1/600] Step 050/071 Loss: 0.507 Recall: 0.894 FA: 16 F1: 0.887218
07/09 09:14:30 PM | [108  16  14 118]
07/09 09:14:38 PM | Train: [  1/600] Step 071/071 Loss: 0.473 Recall: 0.900 FA: 5 F1: 0.837209
07/09 09:14:38 PM | [24  5  2 18]
07/09 09:14:38 PM | Train: [  1/600] Final Recall 86.8593% FA 1325 F1: 86.2947%
07/09 09:14:38 PM | [7730 1325 1205 7965]
07/09 09:14:38 PM | Valid: [  1/600] Step 000/061 Loss: 0.194 Recall: 0.438 FA: 11 F1: 0.411765
07/09 09:14:38 PM | [229  11   9   7]
07/09 09:14:44 PM | Valid: [  1/600] Final Recall 27.8884% FA 307 F1: 29.5047%
07/09 09:14:44 PM | [6871  307  362  140]
07/09 09:14:44 PM | Valid: Time Spent: 5.977437s
07/09 09:14:44 PM | 

07/09 09:14:44 PM | [0.2950474183350895]
07/09 09:18:33 PM | Model size = 1.363 MB
07/09 09:18:33 PM | Epoch 0 LR 0.05
07/09 09:18:34 PM | Train: [  1/600] Step 000/071 Loss: 0.936 Recall: 0.511 FA: 32 F1: 0.584746
07/09 09:18:34 PM | [89 32 66 69]
07/09 09:18:53 PM | Train: [  1/600] Step 050/071 Loss: 0.559 Recall: 0.962 FA: 23 F1: 0.899281
07/09 09:18:53 PM | [103  23   5 125]
07/09 09:19:00 PM | Train: [  1/600] Step 071/071 Loss: 0.504 Recall: 0.788 FA: 1 F1: 0.866667
07/09 09:19:00 PM | [15  1  7 26]
07/09 09:19:01 PM | Train: [  1/600] Final Recall 85.7127% FA 1435 F1: 85.1425%
07/09 09:19:01 PM | [7607 1435 1312 7871]
07/09 09:19:01 PM | Valid: [  1/600] Step 000/061 Loss: 0.352 Recall: 0.833 FA: 35 F1: 0.441176
07/09 09:19:01 PM | [203  35   3  15]
07/09 09:19:06 PM | Valid: [  1/600] Final Recall 82.9787% FA 959 F1: 42.8807%
07/09 09:19:06 PM | [6001  959   80  390]
07/09 09:19:06 PM | Valid: Time Spent: 5.334269s
07/09 09:19:06 PM | 

07/09 09:19:06 PM | [0.4288070368334249]
07/09 09:22:31 PM | Model size = 1.300 MB
07/09 09:22:31 PM | Epoch 0 LR 0.05
07/09 09:22:33 PM | Train: [  1/600] Step 000/071 Loss: 1.022 Recall: 0.446 FA: 62 F1: 0.471483
07/09 09:22:33 PM | [55 62 77 62]
07/09 09:22:52 PM | Train: [  1/600] Step 050/071 Loss: 0.550 Recall: 0.902 FA: 15 F1: 0.890688
07/09 09:22:52 PM | [119  15  12 110]
07/09 09:23:01 PM | Train: [  1/600] Step 071/071 Loss: 0.499 Recall: 1.000 FA: 3 F1: 0.936170
07/09 09:23:01 PM | [24  3  0 22]
07/09 09:23:01 PM | Train: [  1/600] Final Recall 85.1557% FA 1519 F1: 84.3406%
07/09 09:23:01 PM | [7652 1519 1344 7710]
07/09 09:23:01 PM | Valid: [  1/600] Step 000/061 Loss: 0.405 Recall: 0.818 FA: 33 F1: 0.339623
07/09 09:23:01 PM | [212  33   2   9]
07/09 09:23:05 PM | Valid: [  1/600] Final Recall 80.6773% FA 937 F1: 43.9262%
07/09 09:23:05 PM | [6241  937   97  405]
07/09 09:23:05 PM | Valid: Time Spent: 4.040799s
07/09 09:23:05 PM | 

07/09 09:23:05 PM | [0.4392624728850325]
07/09 09:26:51 PM | Model size = 1.398 MB
07/09 09:26:51 PM | Epoch 0 LR 0.05
07/09 09:26:53 PM | Train: [  1/600] Step 000/071 Loss: 1.208 Recall: 0.445 FA: 104 F1: 0.394464
07/09 09:26:53 PM | [ 24 104  71  57]
07/09 09:27:13 PM | Train: [  1/600] Step 050/071 Loss: 0.580 Recall: 0.865 FA: 14 F1: 0.877863
07/09 09:27:13 PM | [109  14  18 115]
07/09 09:27:21 PM | Train: [  1/600] Step 071/071 Loss: 0.526 Recall: 0.889 FA: 3 F1: 0.864865
07/09 09:27:21 PM | [28  3  2 16]
07/09 09:27:21 PM | Train: [  1/600] Final Recall 84.9708% FA 1597 F1: 83.9046%
07/09 09:27:21 PM | [7539 1597 1366 7723]
07/09 09:27:21 PM | Valid: [  1/600] Step 000/061 Loss: 0.733 Recall: 0.615 FA: 35 F1: 0.285714
07/09 09:27:21 PM | [208  35   5   8]
07/09 09:27:27 PM | Valid: [  1/600] Final Recall 67.7966% FA 848 F1: 39.0244%
07/09 09:27:27 PM | [6110  848  152  320]
07/09 09:27:27 PM | Valid: Time Spent: 5.762189s
07/09 09:27:27 PM | 

07/09 09:27:27 PM | [0.3902439024390244]
07/09 09:30:59 PM | Model size = 1.329 MB
07/09 09:30:59 PM | Epoch 0 LR 0.05
07/09 09:31:00 PM | Train: [  1/600] Step 000/071 Loss: 0.889 Recall: 0.750 FA: 47 F1: 0.696000
07/09 09:31:00 PM | [93 47 29 87]
07/09 09:31:21 PM | Train: [  1/600] Step 050/071 Loss: 0.516 Recall: 0.901 FA: 13 F1: 0.897119
07/09 09:31:21 PM | [122  13  12 109]
07/09 09:31:29 PM | Train: [  1/600] Step 071/071 Loss: 0.484 Recall: 0.962 FA: 0 F1: 0.980392
07/09 09:31:29 PM | [23  0  1 25]
07/09 09:31:29 PM | Train: [  1/600] Final Recall 86.1888% FA 1415 F1: 85.4836%
07/09 09:31:29 PM | [7658 1415 1264 7888]
07/09 09:31:29 PM | Valid: [  1/600] Step 000/061 Loss: 0.228 Recall: 0.846 FA: 25 F1: 0.448980
07/09 09:31:29 PM | [218  25   2  11]
07/09 09:31:33 PM | Valid: [  1/600] Final Recall 73.4940% FA 800 F1: 43.9904%
07/09 09:31:33 PM | [6382  800  132  366]
07/09 09:31:33 PM | Valid: Time Spent: 4.177090s
07/09 09:31:33 PM | 

07/09 09:31:33 PM | [0.4399038461538461]
07/09 09:35:07 PM | Model size = 1.236 MB
07/09 09:35:07 PM | Epoch 0 LR 0.05
07/09 09:35:08 PM | Train: [  1/600] Step 000/071 Loss: 1.288 Recall: 0.275 FA: 112 F1: 0.239044
07/09 09:35:08 PM | [ 35 112  79  30]
07/09 09:35:26 PM | Train: [  1/600] Step 050/071 Loss: 0.560 Recall: 0.838 FA: 10 F1: 0.875502
07/09 09:35:26 PM | [116  10  21 109]
07/09 09:35:33 PM | Train: [  1/600] Step 071/071 Loss: 0.513 Recall: 0.821 FA: 2 F1: 0.867925
07/09 09:35:33 PM | [19  2  5 23]
07/09 09:35:33 PM | Train: [  1/600] Final Recall 85.5907% FA 1480 F1: 84.8291%
07/09 09:35:33 PM | [7612 1480 1316 7817]
07/09 09:35:34 PM | Valid: [  1/600] Step 000/061 Loss: 0.526 Recall: 0.812 FA: 65 F1: 0.276596
07/09 09:35:34 PM | [175  65   3  13]
07/09 09:35:39 PM | Valid: [  1/600] Final Recall 89.6842% FA 2162 F1: 27.8159%
07/09 09:35:39 PM | [4793 2162   49  426]
07/09 09:35:39 PM | Valid: Time Spent: 5.542692s
07/09 09:35:39 PM | 

07/09 09:35:39 PM | [0.2781586679725759]
07/09 09:39:02 PM | Model size = 1.295 MB
07/09 09:39:02 PM | Epoch 0 LR 0.05
07/09 09:39:03 PM | Train: [  1/600] Step 000/071 Loss: 1.090 Recall: 0.417 FA: 88 F1: 0.382470
07/09 09:39:03 PM | [53 88 67 48]
07/09 09:39:21 PM | Train: [  1/600] Step 050/071 Loss: 0.616 Recall: 0.847 FA: 23 F1: 0.840580
07/09 09:39:21 PM | [ 96  23  21 116]
07/09 09:39:28 PM | Train: [  1/600] Step 071/071 Loss: 0.562 Recall: 0.900 FA: 3 F1: 0.878049
07/09 09:39:28 PM | [26  3  2 18]
07/09 09:39:28 PM | Train: [  1/600] Final Recall 82.8350% FA 1550 F1: 82.9391%
07/09 09:39:28 PM | [7511 1550 1573 7591]
07/09 09:39:28 PM | Valid: [  1/600] Step 000/061 Loss: 0.418 Recall: 0.611 FA: 26 F1: 0.400000
07/09 09:39:28 PM | [212  26   7  11]
07/09 09:39:32 PM | Valid: [  1/600] Final Recall 70.0413% FA 776 F1: 42.4015%
07/09 09:39:32 PM | [6420  776  145  339]
07/09 09:39:32 PM | Valid: Time Spent: 4.743808s
07/09 09:39:32 PM | 

07/09 09:39:32 PM | [0.42401500938086306]
07/09 09:42:58 PM | Model size = 1.389 MB
07/09 09:42:58 PM | Epoch 0 LR 0.05
07/09 09:42:59 PM | Train: [  1/600] Step 000/071 Loss: 1.058 Recall: 0.385 FA: 88 F1: 0.378182
07/09 09:42:59 PM | [33 88 83 52]
07/09 09:43:19 PM | Train: [  1/600] Step 050/071 Loss: 0.553 Recall: 0.947 FA: 18 F1: 0.899160
07/09 09:43:19 PM | [125  18   6 107]
07/09 09:43:26 PM | Train: [  1/600] Step 071/071 Loss: 0.512 Recall: 0.826 FA: 5 F1: 0.808511
07/09 09:43:26 PM | [21  5  4 19]
07/09 09:43:26 PM | Train: [  1/600] Final Recall 84.1254% FA 1473 F1: 83.9394%
07/09 09:43:27 PM | [7725 1473 1433 7594]
07/09 09:43:27 PM | Valid: [  1/600] Step 000/061 Loss: 0.391 Recall: 0.842 FA: 27 F1: 0.516129
07/09 09:43:27 PM | [210  27   3  16]
07/09 09:43:32 PM | Valid: [  1/600] Final Recall 76.1411% FA 914 F1: 41.6336%
07/09 09:43:32 PM | [6034  914  115  367]
07/09 09:43:32 PM | Valid: Time Spent: 5.749175s
07/09 09:43:32 PM | 

07/09 09:43:32 PM | [0.41633579126488934]
07/09 09:46:54 PM | Model size = 1.286 MB
07/09 09:46:54 PM | Epoch 0 LR 0.05
07/09 09:46:57 PM | Train: [  1/600] Step 000/071 Loss: 0.892 Recall: 0.766 FA: 43 F1: 0.706897
07/09 09:46:57 PM | [106  43  25  82]
07/09 09:47:10 PM | Train: [  1/600] Step 050/071 Loss: 0.570 Recall: 0.754 FA: 9 F1: 0.826087
07/09 09:47:10 PM | [121   9  31  95]
